Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total,ID_viajeros
Total Nacional,Aragon,Huesca,Viajero,Espana,2014-07-31,60514,16055
Total Nacional,Aragon,Huesca,Viajero,Espana,2014-06-30,42562,16056
Total Nacional,Aragon,Huesca,Viajero,Espana,2014-05-31,32762,16057
Total Nacional,Aragon,Huesca,Viajero,Espana,2014-04-30,43598,16058
Total Nacional,Aragon,Huesca,Viajero,Espana,2014-03-31,53131,16059
Total Nacional,Aragon,Huesca,Viajero,Espana,2014-02-28,51896,16060
Total Nacional,Aragon,Huesca,Viajero,Espana,2014-01-31,48450,16061
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2014-12-31,3610,16062
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2014-11-30,2446,16063
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2014-10-31,8807,16064
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2014-09-30,17639,16065
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2014-08-31,22692,16066
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2014-07-31,20166,16067
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2014-06-30,15971,16068
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2014-05-31,10962,16069
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2014-04-30,6781,16070
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2014-03-31,6031,16071
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2014-02-28,4389,16072
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2014-01-31,4315,16073
Total Nacional,Aragon,Teruel,Viajero,General,2014-12-31,26093,16074
Total Nacional,Aragon,Teruel,Viajero,General,2014-11-30,22357,16075
Total Nacional,Aragon,Teruel,Viajero,General,2014-10-31,35590,16076
Total Nacional,Aragon,Teruel,Viajero,General,2014-09-30,34127,16077
Total Nacional,Aragon,Teruel,Viajero,General,2014-08-31,48113,16078
Total Nacional,Aragon,Teruel,Viajero,General,2014-07-31,33431,16079
Total Nacional,Aragon,Teruel,Viajero,General,2014-06-30,28232,16080
Total Nacional,Aragon,Teruel,Viajero,General,2014-05-31,28093,16081
Total Nacional,Aragon,Teruel,Viajero,General,2014-04-30,37077,16082
Total Nacional,Aragon,Teruel,Viajero,General,2014-03-31,21684,16083
Total Nacional,Aragon,Teruel,Viajero,General,2014-02-28,21213,16084
Total Nacional,Aragon,Teruel,Viajero,General,2014-01-31,14022,16085
Total Nacional,Aragon,Teruel,Viajero,Espana,2014-12-31,24690,16086
Total Nacional,Aragon,Teruel,Viajero,Espana,2014-11-30,20189,16087
Total Nacional,Aragon,Teruel,Viajero,Espana,2014-10-31,31630,16088
Total Nacional,Aragon,Teruel,Viajero,Espana,2014-09-30,29259,16089
Total Nacional,Aragon,Teruel,Viajero,Espana,2014-08-31,43839,16090
Total Nacional,Aragon,Teruel,Viajero,Espana,2014-07-31,28971,16091
Total Nacional,Aragon,Teruel,Viajero,Espana,2014-06-30,24892,16092
Total Nacional,Aragon,Teruel,Viajero,Espana,2014-05-31,23509,16093
Total Nacional,Aragon,Teruel,Viajero,Espana,2014-04-30,32980,16094
Total Nacional,Aragon,Teruel,Viajero,Espana,2014-03-31,19348,16095
Total Nacional,Aragon,Teruel,Viajero,Espana,2014-02-28,19651,16096
Total Nacional,Aragon,Teruel,Viajero,Espana,2014-01-31,13326,16097
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2014-12-31,1403,16098
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2014-11-30,2169,16099
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2014-10-31,3961,16100
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2014-09-30,4867,16101
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2014-08-31,4273,16102
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2014-07-31,4460,16103
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2014-06-30,3340,16104
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2014-05-31,4584,16105
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2014-04-30,4097,16106
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2014-03-31,2336,16107
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2014-02-28,1562,16108
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2014-01-31,696,16109
Total Nacional,Aragon,Zaragoza,Viajero,General,2014-12-31,93288,16110
Total Nacional,Aragon,Zaragoza,Viajero,General,2014-11-30,87916,16111
Total Nacional,Aragon,Zaragoza,Viajero,General,2014-10-31,113836,16112
Total Nacional,Aragon,Zaragoza,Viajero,General,2014-09-30,114634,16113
Total Nacional,Aragon,Zaragoza,Viajero,General,2014-08-31,122241,16114
Total Nacional,Aragon,Zaragoza,Viajero,General,2014-07-31,104666,16115
Total Nacional,Aragon,Zaragoza,Viajero,General,2014-06-30,102469,16116
Total Nacional,Aragon,Zaragoza,Viajero,General,2014-05-31,110842,16117
Total Nacional,Aragon,Zaragoza,Viajero,General,2014-04-30,99376,16118
Total Nacional,Aragon,Zaragoza,Viajero,General,2014-03-31,88809,16119
Total Nacional,Aragon,Zaragoza,Viajero,General,2014-02-28,82031,16120
Total Nacional,Aragon,Zaragoza,Viajero,General,2014-01-31,65513,16121
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2014-12-31,79325,16122
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2014-11-30,70045,16123
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2014-10-31,89301,16124
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2014-09-30,83957,16125
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2014-08-31,84078,16126
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2014-07-31,73957,16127
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2014-06-30,75637,16128
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2014-05-31,82221,16129
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2014-04-30,79452,16130
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2014-03-31,72149,16131
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2014-02-28,65858,16132
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2014-01-31,50831,16133
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2014-12-31,13963,16134
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2014-11-30,17871,16135
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2014-10-31,24535,16136
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2014-09-30,30676,16137
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2014-08-31,38163,16138
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2014-07-31,30709,16139
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2014-06-30,26832,16140
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2014-05-31,28621,16141
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2014-04-30,19924,16142
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2014-03-31,16660,16143
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2014-02-28,16174,16144
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2014-01-31,14682,16145
Total Nacional,Principado de asturias,Asturias,Viajero,General,2014-12-31,75661,16146
Total Nacional,Principado de asturias,Asturias,Viajero,General,2014-11-30,77622,16147
Total Nacional,Principado de asturias,Asturias,Viajero,General,2014-10-31,123199,16148
Total Nacional,Principado de asturias,Asturias,Viajero,General,2014-09-30,184822,16149
Total Nacional,Principado de asturias,Asturias,Viajero,General,2014-08-31,259387,16150
Total Nacional,Principado de asturias,Asturias,Viajero,General,2014-07-31,192717,16151
Total Nacional,Principado de asturias,Asturias,Viajero,General,2014-06-30,144319,16152
Total Nacional,Principado de asturias,Asturias,Viajero,General,2014-05-31,129977,16153
Total Nacional,Principado de asturias,Asturias,Viajero,General,2014-04-30,118997,16154
Total Nacional,Principado de asturias,Asturias,Viajero,General,2014-03-31,76295,16155
Total Nacional,Principado de asturias,Asturias,Viajero,General,2014-02-28,58772,16156
Total Nacional,Principado de asturias,Asturias,Viajero,General,2014-01-31,51938,16157
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2014-12-31,70356,16158
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2014-11-30,70210,16159
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2014-10-31,102744,16160
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2014-09-30,148341,16161
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2014-08-31,222212,16162
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2014-07-31,162027,16163
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2014-06-30,116472,16164
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2014-05-31,105015,16165
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2014-04-30,103008,16166
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2014-03-31,68349,16167
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2014-02-28,54125,16168
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2014-01-31,48444,16169
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2014-12-31,5305,16170
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2014-11-30,7412,16171
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2014-10-31,20456,16172
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2014-09-30,36481,16173
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2014-08-31,37174,16174
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2014-07-31,30691,16175
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2014-06-30,27848,16176
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2014-05-31,24962,16177
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2014-04-30,15989,16178
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2014-03-31,7946,16179
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2014-02-28,4647,16180
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2014-01-31,3494,16181
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2014-12-31,48973,16182
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2014-11-30,78477,16183
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2014-10-31,765656,16184
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2014-09-30,1313034,16185
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2014-08-31,1571578,16186
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2014-07-31,1489427,16187
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2014-06-30,1376319,16188
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2014-05-31,1069880,16189
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2014-04-30,462995,16190
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2014-03-31,199604,16191
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2014-02-28,102044,16192
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2014-01-31,43575,16193
Total Nacional,Islas baleares,Islas baleares,Viajero,Espana,2014-12-31,19835,16194
Total Nacional,Islas baleares,Islas baleares,Viajero,Espana,2014-11-30,31122,16195
Total Nacional,Islas baleares,Islas baleares,Viajero,Espana,2014-10-31,100238,16196
Total Nacional,Islas baleares,Islas baleares,Viajero,Espana,2014-09-30,124132,16197
Total Nacional,Islas baleares,Islas baleares,Viajero,Espana,2014-08-31,183649,16198
Total Nacional,Islas baleares,Islas baleares,Viajero,Espana,2014-07-31,151244,16199
Total Nacional,Islas baleares,Islas baleares,Viajero,Espana,2014-06-30,148529,16200
Total Nacional,Islas baleares,Islas baleares,Viajero,Espana,2014-05-31,107534,16201
Total Nacional,Islas baleares,Islas baleares,Viajero,Espana,2014-04-30,88204,16202
Total Nacional,Islas baleares,Islas baleares,Viajero,Espana,2014-03-31,68042,16203
Total Nacional,Islas baleares,Islas baleares,Viajero,Espana,2014-02-28,51602,16204
Total Nacional,Islas baleares,Islas baleares,Viajero,Espana,2014-01-31,20744,16205
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2014-12-31,29138,16206
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2014-11-30,47356,16207
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2014-10-31,665418,16208
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2014-09-30,1188903,16209
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2014-08-31,1387929,16210
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2014-07-31,1338183,16211
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2014-06-30,1227790,16212
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2014-05-31,962347,16213
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2014-04-30,374790,16214
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2014-03-31,131562,16215
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2014-02-28,50442,16216
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2014-01-31,22831,16217
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2014-12-31,378473,16218
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2014-11-30,409011,16219
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2014-10-31,439640,16220
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2014-09-30,405322,16221
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2014-08-31,491954,16222
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2014-07-31,462797,16223
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2014-06-30,393357,16224
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2014-05-31,362916,16225
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2014-04-30,402559,16226
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2014-03-31,453877,16227
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2014-02-28,376874,16228
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2014-01-31,372794,16229
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2014-12-31,51868,16230
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2014-11-30,58599,16231
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2014-10-31,77817,16232
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2014-09-30,102952,16233
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2014-08-31,150998,16234
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2014-07-31,133077,16235
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2014-06-30,101011,16236
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2014-05-31,87173,16237
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2014-04-30,78913,16238
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2014-03-31,52649,16239
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2014-02-28,49047,16240
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2014-01-31,47995,16241
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2014-12-31,326605,16242
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2014-11-30,350412,16243
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2014-10-31,361823,16244
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2014-09-30,302369,16245
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2014-08-31,340956,16246
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2014-07-31,329719,16247
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2014-06-30,292346,16248
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2014-05-31,275743,16249
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2014-04-30,323647,16250
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2014-03-31,401228,16251
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2014-02-28,327828,16252
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2014-01-31,324798,16253
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2014-12-31,292138,16254
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2014-11-30,295710,16255
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2014-10-31,320306,16256
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2014-09-30,282265,16257
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2014-08-31,336988,16258
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2014-07-31,310701,16259
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2014-06-30,267447,16260
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2014-05-31,272679,16261
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2014-04-30,297274,16262
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2014-03-31,326479,16263
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2014-02-28,286622,16264
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2014-01-31,279863,16265
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2014-12-31,66994,16266
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2014-11-30,56074,16267
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2014-10-31,69151,16268
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2014-09-30,80987,16269
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2014-08-31,117072,16270
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2014-07-31,103639,16271
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2014-06-30,84340,16272
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2014-05-31,79522,16273
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2014-04-30,71343,16274
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2014-03-31,56875,16275
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2014-02-28,52983,16276
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2014-01-31,45887,16277
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2014-12-31,225145,16278
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2014-11-30,239636,16279
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2014-10-31,251155,16280
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2014-09-30,201278,16281
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2014-08-31,219916,16282
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2014-07-31,207062,16283
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2014-06-30,183107,16284
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2014-05-31,193157,16285
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2014-04-30,225931,16286
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2014-03-31,269604,16287
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2014-02-28,233638,16288
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2014-01-31,233976,16289
Total Nacional,Cantabria,Cantabria,Viajero,General,2014-12-31,47434,16290
Total Nacional,Cantabria,Cantabria,Viajero,General,2014-11-30,47100,16291
Total Nacional,Cantabria,Cantabria,Viajero,General,2014-10-31,85129,16292
Total Nacional,Cantabria,Cantabria,Viajero,General,2014-09-30,125377,16293
Total Nacional,Cantabria,Cantabria,Viajero,General,2014-08-31,185755,16294
Total Nacional,Cantabria,Cantabria,Viajero,General,2014-07-31,149911,16295
Total Nacional,Cantabria,Cantabria,Viajero,General,2014-06-30,104526,16296
Total Nacional,Cantabria,Cantabria,Viajero,General,2014-05-31,89474,16297
Total Nacional,Cantabria,Cantabria,Viajero,General,2014-04-30,78583,16298
Total Nacional,Cantabria,Cantabria,Viajero,General,2014-03-31,56217,16299
Total Nacional,Cantabria,Cantabria,Viajero,General,2014-02-28,37013,16300
Total Nacional,Cantabria,Cantabria,Viajero,General,2014-01-31,29039,16301
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2014-12-31,42502,16302
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2014-11-30,41782,16303
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2014-10-31,67945,16304
