Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2023-07-01,10566115
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2023-06-01,9098561
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2023-05-01,7395731
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2023-04-01,3419094
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2023-03-01,966435
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2023-02-01,476678
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2023-01-01,238404
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2023-09-01,654444
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2023-08-01,1076948
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2023-07-01,983814
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2023-06-01,906912
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2023-05-01,596556
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2023-04-01,295818
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2023-03-01,177529
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2023-02-01,102698
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2023-01-01,86019
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Extranjero,2023-09-01,8446210
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Extranjero,2023-08-01,9968116
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Extranjero,2023-07-01,9582302
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Extranjero,2023-06-01,8191649
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Extranjero,2023-05-01,6799175
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Extranjero,2023-04-01,3123276
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Extranjero,2023-03-01,788906
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Extranjero,2023-02-01,373980
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Extranjero,2023-01-01,152385
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,General,2023-09-01,3642792
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,General,2023-08-01,4067126
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,General,2023-07-01,3901537
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,General,2023-06-01,3362609
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,General,2023-05-01,3131653
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,General,2023-04-01,3377122
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,General,2023-03-01,3551774
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,General,2023-02-01,3319415
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,General,2023-01-01,3448776
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Espana,2023-09-01,536075
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Espana,2023-08-01,766953
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Espana,2023-07-01,653975
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Espana,2023-06-01,472173
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Espana,2023-05-01,379075
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Espana,2023-04-01,398938
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Espana,2023-03-01,250573
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Espana,2023-02-01,216537
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Espana,2023-01-01,259289
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Extranjero,2023-09-01,3106718
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Extranjero,2023-08-01,3300173
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Extranjero,2023-07-01,3247562
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Extranjero,2023-06-01,2890436
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Extranjero,2023-05-01,2752578
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Extranjero,2023-04-01,2978183
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Extranjero,2023-03-01,3301201
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Extranjero,2023-02-01,3102878
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Extranjero,2023-01-01,3189488
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,General,2023-09-01,2192311
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,General,2023-08-01,2435794
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,General,2023-07-01,2350298
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,General,2023-06-01,2081320
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,General,2023-05-01,2013151
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,General,2023-04-01,2155461
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,General,2023-03-01,2237458
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,General,2023-02-01,2156059
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,General,2023-01-01,2254623
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Espana,2023-09-01,394565
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Espana,2023-08-01,564495
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Espana,2023-07-01,497941
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Espana,2023-06-01,382406
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Espana,2023-05-01,344962
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Espana,2023-04-01,367875
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Espana,2023-03-01,293053
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Espana,2023-02-01,247607
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Espana,2023-01-01,266529
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Extranjero,2023-09-01,1797746
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Extranjero,2023-08-01,1871299
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Extranjero,2023-07-01,1852357
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Extranjero,2023-06-01,1698914
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Extranjero,2023-05-01,1668188
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Extranjero,2023-04-01,1787586
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Extranjero,2023-03-01,1944405
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Extranjero,2023-02-01,1908452
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Extranjero,2023-01-01,1988094
Total Nacional,Cantabria,Cantabria,Pernoctaciones,General,2023-09-01,324933
Total Nacional,Cantabria,Cantabria,Pernoctaciones,General,2023-08-01,534911
Total Nacional,Cantabria,Cantabria,Pernoctaciones,General,2023-07-01,461710
Total Nacional,Cantabria,Cantabria,Pernoctaciones,General,2023-06-01,305500
Total Nacional,Cantabria,Cantabria,Pernoctaciones,General,2023-05-01,229273
Total Nacional,Cantabria,Cantabria,Pernoctaciones,General,2023-04-01,258037
Total Nacional,Cantabria,Cantabria,Pernoctaciones,General,2023-03-01,138611
Total Nacional,Cantabria,Cantabria,Pernoctaciones,General,2023-02-01,96341
Total Nacional,Cantabria,Cantabria,Pernoctaciones,General,2023-01-01,69549
Total Nacional,Cantabria,Cantabria,Pernoctaciones,Espana,2023-09-01,236925
Total Nacional,Cantabria,Cantabria,Pernoctaciones,Espana,2023-08-01,453424
Total Nacional,Cantabria,Cantabria,Pernoctaciones,Espana,2023-07-01,384918
Total Nacional,Cantabria,Cantabria,Pernoctaciones,Espana,2023-06-01,229215
Total Nacional,Cantabria,Cantabria,Pernoctaciones,Espana,2023-05-01,157368
Total Nacional,Cantabria,Cantabria,Pernoctaciones,Espana,2023-04-01,212101
Total Nacional,Cantabria,Cantabria,Pernoctaciones,Espana,2023-03-01,110605
Total Nacional,Cantabria,Cantabria,Pernoctaciones,Espana,2023-02-01,77911
Total Nacional,Cantabria,Cantabria,Pernoctaciones,Espana,2023-01-01,55806
Total Nacional,Cantabria,Cantabria,Pernoctaciones,Extranjero,2023-09-01,88008
Total Nacional,Cantabria,Cantabria,Pernoctaciones,Extranjero,2023-08-01,81487
Total Nacional,Cantabria,Cantabria,Pernoctaciones,Extranjero,2023-07-01,76792
Total Nacional,Cantabria,Cantabria,Pernoctaciones,Extranjero,2023-06-01,76284
Total Nacional,Cantabria,Cantabria,Pernoctaciones,Extranjero,2023-05-01,71905
Total Nacional,Cantabria,Cantabria,Pernoctaciones,Extranjero,2023-04-01,45936
Total Nacional,Cantabria,Cantabria,Pernoctaciones,Extranjero,2023-03-01,28006
Total Nacional,Cantabria,Cantabria,Pernoctaciones,Extranjero,2023-02-01,18430
Total Nacional,Cantabria,Cantabria,Pernoctaciones,Extranjero,2023-01-01,13742
Total Nacional,Castilla y leon,Avila,Pernoctaciones,General,2023-09-01,60358
Total Nacional,Castilla y leon,Avila,Pernoctaciones,General,2023-08-01,82455
Total Nacional,Castilla y leon,Avila,Pernoctaciones,General,2023-07-01,58763
Total Nacional,Castilla y leon,Avila,Pernoctaciones,General,2023-06-01,51541
Total Nacional,Castilla y leon,Avila,Pernoctaciones,General,2023-05-01,51562
Total Nacional,Castilla y leon,Avila,Pernoctaciones,General,2023-04-01,64364
Total Nacional,Castilla y leon,Avila,Pernoctaciones,General,2023-03-01,45789
Total Nacional,Castilla y leon,Avila,Pernoctaciones,General,2023-02-01,41487
Total Nacional,Castilla y leon,Avila,Pernoctaciones,General,2023-01-01,28847
Total Nacional,Castilla y leon,Avila,Pernoctaciones,Espana,2023-09-01,50486
Total Nacional,Castilla y leon,Avila,Pernoctaciones,Espana,2023-08-01,74244
Total Nacional,Castilla y leon,Avila,Pernoctaciones,Espana,2023-07-01,45680
Total Nacional,Castilla y leon,Avila,Pernoctaciones,Espana,2023-06-01,43960
Total Nacional,Castilla y leon,Avila,Pernoctaciones,Espana,2023-05-01,40993
Total Nacional,Castilla y leon,Avila,Pernoctaciones,Espana,2023-04-01,56765
Total Nacional,Castilla y leon,Avila,Pernoctaciones,Espana,2023-03-01,39899
Total Nacional,Castilla y leon,Avila,Pernoctaciones,Espana,2023-02-01,36787
Total Nacional,Castilla y leon,Avila,Pernoctaciones,Espana,2023-01-01,24546
Total Nacional,Castilla y leon,Avila,Pernoctaciones,Extranjero,2023-09-01,9872
Total Nacional,Castilla y leon,Avila,Pernoctaciones,Extranjero,2023-08-01,8211
Total Nacional,Castilla y leon,Avila,Pernoctaciones,Extranjero,2023-07-01,13083
Total Nacional,Castilla y leon,Avila,Pernoctaciones,Extranjero,2023-06-01,7581
Total Nacional,Castilla y leon,Avila,Pernoctaciones,Extranjero,2023-05-01,10570
Total Nacional,Castilla y leon,Avila,Pernoctaciones,Extranjero,2023-04-01,7599
Total Nacional,Castilla y leon,Avila,Pernoctaciones,Extranjero,2023-03-01,5890
Total Nacional,Castilla y leon,Avila,Pernoctaciones,Extranjero,2023-02-01,4700
Total Nacional,Castilla y leon,Avila,Pernoctaciones,Extranjero,2023-01-01,4301
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,General,2023-09-01,143445
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,General,2023-08-01,166647
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,General,2023-07-01,140493
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,General,2023-06-01,121220
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,General,2023-05-01,126446
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,General,2023-04-01,137029
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,General,2023-03-01,96257
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,General,2023-02-01,74540
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,General,2023-01-01,69070
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,Espana,2023-09-01,86377
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,Espana,2023-08-01,112872
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,Espana,2023-07-01,90121
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,Espana,2023-06-01,77894
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,Espana,2023-05-01,78961
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,Espana,2023-04-01,101720
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,Espana,2023-03-01,77260
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,Espana,2023-02-01,57164
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,Espana,2023-01-01,53929
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,Extranjero,2023-09-01,57067
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,Extranjero,2023-08-01,53774
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,Extranjero,2023-07-01,50372
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,Extranjero,2023-06-01,43326
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,Extranjero,2023-05-01,47485
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,Extranjero,2023-04-01,35309
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,Extranjero,2023-03-01,18996
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,Extranjero,2023-02-01,17376
Total Nacional,Castilla y leon,Burgos,Pernoctaciones,Extranjero,2023-01-01,15141
Total Nacional,Castilla y leon,Leon,Pernoctaciones,General,2023-09-01,148940
Total Nacional,Castilla y leon,Leon,Pernoctaciones,General,2023-08-01,191392
Total Nacional,Castilla y leon,Leon,Pernoctaciones,General,2023-07-01,141002
Total Nacional,Castilla y leon,Leon,Pernoctaciones,General,2023-06-01,130747
Total Nacional,Castilla y leon,Leon,Pernoctaciones,General,2023-05-01,135997
Total Nacional,Castilla y leon,Leon,Pernoctaciones,General,2023-04-01,133073
Total Nacional,Castilla y leon,Leon,Pernoctaciones,General,2023-03-01,86575
Total Nacional,Castilla y leon,Leon,Pernoctaciones,General,2023-02-01,69537
Total Nacional,Castilla y leon,Leon,Pernoctaciones,General,2023-01-01,51783
Total Nacional,Castilla y leon,Leon,Pernoctaciones,Espana,2023-09-01,98221
Total Nacional,Castilla y leon,Leon,Pernoctaciones,Espana,2023-08-01,158792
Total Nacional,Castilla y leon,Leon,Pernoctaciones,Espana,2023-07-01,116080
Total Nacional,Castilla y leon,Leon,Pernoctaciones,Espana,2023-06-01,95832
Total Nacional,Castilla y leon,Leon,Pernoctaciones,Espana,2023-05-01,93501
Total Nacional,Castilla y leon,Leon,Pernoctaciones,Espana,2023-04-01,107589
Total Nacional,Castilla y leon,Leon,Pernoctaciones,Espana,2023-03-01,76209
Total Nacional,Castilla y leon,Leon,Pernoctaciones,Espana,2023-02-01,62279
Total Nacional,Castilla y leon,Leon,Pernoctaciones,Espana,2023-01-01,46050
Total Nacional,Castilla y leon,Leon,Pernoctaciones,Extranjero,2023-09-01,50719
Total Nacional,Castilla y leon,Leon,Pernoctaciones,Extranjero,2023-08-01,32599
Total Nacional,Castilla y leon,Leon,Pernoctaciones,Extranjero,2023-07-01,24922
Total Nacional,Castilla y leon,Leon,Pernoctaciones,Extranjero,2023-06-01,34915
Total Nacional,Castilla y leon,Leon,Pernoctaciones,Extranjero,2023-05-01,42496
Total Nacional,Castilla y leon,Leon,Pernoctaciones,Extranjero,2023-04-01,25483
Total Nacional,Castilla y leon,Leon,Pernoctaciones,Extranjero,2023-03-01,10367
Total Nacional,Castilla y leon,Leon,Pernoctaciones,Extranjero,2023-02-01,7258
Total Nacional,Castilla y leon,Leon,Pernoctaciones,Extranjero,2023-01-01,5732
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,General,2023-09-01,43921
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,General,2023-08-01,58812
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,General,2023-07-01,45876
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,General,2023-06-01,37955
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,General,2023-05-01,34181
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,General,2023-04-01,35497
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,General,2023-03-01,26494
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,General,2023-02-01,16926
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,General,2023-01-01,16378
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,Espana,2023-09-01,33462
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,Espana,2023-08-01,46964
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,Espana,2023-07-01,36984
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,Espana,2023-06-01,32063
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,Espana,2023-05-01,24512
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,Espana,2023-04-01,29519
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,Espana,2023-03-01,23587
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,Espana,2023-02-01,14552
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,Espana,2023-01-01,13645
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,Extranjero,2023-09-01,10459
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,Extranjero,2023-08-01,11848
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,Extranjero,2023-07-01,8892
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,Extranjero,2023-06-01,5891
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,Extranjero,2023-05-01,9669
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,Extranjero,2023-04-01,5978
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,Extranjero,2023-03-01,2907
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,Extranjero,2023-02-01,2375
Total Nacional,Castilla y leon,Palencia,Pernoctaciones,Extranjero,2023-01-01,2734
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,General,2023-09-01,187885
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,General,2023-08-01,202360
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,General,2023-07-01,155405
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,General,2023-06-01,145361
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,General,2023-05-01,153516
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,General,2023-04-01,176032
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,General,2023-03-01,128911
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,General,2023-02-01,105104
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,General,2023-01-01,89992
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,Espana,2023-09-01,138127
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,Espana,2023-08-01,141542
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,Espana,2023-07-01,100326
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,Espana,2023-06-01,104192
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,Espana,2023-05-01,107106
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,Espana,2023-04-01,134634
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,Espana,2023-03-01,103295
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,Espana,2023-02-01,79636
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,Espana,2023-01-01,67580
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,Extranjero,2023-09-01,49759
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,Extranjero,2023-08-01,60818
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,Extranjero,2023-07-01,55078
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,Extranjero,2023-06-01,41169
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,Extranjero,2023-05-01,46411
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,Extranjero,2023-04-01,41398
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,Extranjero,2023-03-01,25616
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,Extranjero,2023-02-01,25467
Total Nacional,Castilla y leon,Salamanca,Pernoctaciones,Extranjero,2023-01-01,22412
Total Nacional,Castilla y leon,Segovia,Pernoctaciones,General,2023-09-01,91441
Total Nacional,Castilla y leon,Segovia,Pernoctaciones,General,2023-08-01,109333
Total Nacional,Castilla y leon,Segovia,Pernoctaciones,General,2023-07-01,94448
Total Nacional,Castilla y leon,Segovia,Pernoctaciones,General,2023-06-01,71832
Total Nacional,Castilla y leon,Segovia,Pernoctaciones,General,2023-05-01,70077
Total Nacional,Castilla y leon,Segovia,Pernoctaciones,General,2023-04-01,90313
Total Nacional,Castilla y leon,Segovia,Pernoctaciones,General,2023-03-01,66220
Total Nacional,Castilla y leon,Segovia,Pernoctaciones,General,2023-02-01,54803
Total Nacional,Castilla y leon,Segovia,Pernoctaciones,General,2023-01-01,48855
Total Nacional,Castilla y leon,Segovia,Pernoctaciones,Espana,2023-09-01,63699
Total Nacional,Castilla y leon,Segovia,Pernoctaciones,Espana,2023-08-01,92420
Total Nacional,Castilla y leon,Segovia,Pernoctaciones,Espana,2023-07-01,73820
