Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total
Total Nacional,Melilla,-,Viajero,General,2017-04-01,5157
Total Nacional,Melilla,-,Viajero,General,2017-03-01,4718
Total Nacional,Melilla,-,Viajero,General,2017-02-01,3849
Total Nacional,Melilla,-,Viajero,General,2017-01-01,4282
Total Nacional,Melilla,-,Viajero,Espana,2017-12-01,2801
Total Nacional,Melilla,-,Viajero,Espana,2017-11-01,4302
Total Nacional,Melilla,-,Viajero,Espana,2017-10-01,4375
Total Nacional,Melilla,-,Viajero,Espana,2017-09-01,4270
Total Nacional,Melilla,-,Viajero,Espana,2017-08-01,3645
Total Nacional,Melilla,-,Viajero,Espana,2017-07-01,3708
Total Nacional,Melilla,-,Viajero,Espana,2017-06-01,2757
Total Nacional,Melilla,-,Viajero,Espana,2017-05-01,3415
Total Nacional,Melilla,-,Viajero,Espana,2017-04-01,3708
Total Nacional,Melilla,-,Viajero,Espana,2017-03-01,3470
Total Nacional,Melilla,-,Viajero,Espana,2017-02-01,2650
Total Nacional,Melilla,-,Viajero,Espana,2017-01-01,2717
Total Nacional,Melilla,-,Viajero,Extranjero,2017-12-01,1649
Total Nacional,Melilla,-,Viajero,Extranjero,2017-11-01,1566
Total Nacional,Melilla,-,Viajero,Extranjero,2017-10-01,1585
Total Nacional,Melilla,-,Viajero,Extranjero,2017-09-01,2202
Total Nacional,Melilla,-,Viajero,Extranjero,2017-08-01,3016
Total Nacional,Melilla,-,Viajero,Extranjero,2017-07-01,1883
Total Nacional,Melilla,-,Viajero,Extranjero,2017-06-01,1085
Total Nacional,Melilla,-,Viajero,Extranjero,2017-05-01,1316
Total Nacional,Melilla,-,Viajero,Extranjero,2017-04-01,1449
Total Nacional,Melilla,-,Viajero,Extranjero,2017-03-01,1248
Total Nacional,Melilla,-,Viajero,Extranjero,2017-02-01,1199
Total Nacional,Melilla,-,Viajero,Extranjero,2017-01-01,1564
Total Nacional,Melilla,-,Pernoctaciones,General,2017-12-01,10815
Total Nacional,Melilla,-,Pernoctaciones,General,2017-11-01,15928
Total Nacional,Melilla,-,Pernoctaciones,General,2017-10-01,14900
Total Nacional,Melilla,-,Pernoctaciones,General,2017-09-01,14957
Total Nacional,Melilla,-,Pernoctaciones,General,2017-08-01,15626
Total Nacional,Melilla,-,Pernoctaciones,General,2017-07-01,13482
Total Nacional,Melilla,-,Pernoctaciones,General,2017-06-01,11632
Total Nacional,Melilla,-,Pernoctaciones,General,2017-05-01,11459
Total Nacional,Melilla,-,Pernoctaciones,General,2017-04-01,12637
Total Nacional,Melilla,-,Pernoctaciones,General,2017-03-01,11602
Total Nacional,Melilla,-,Pernoctaciones,General,2017-02-01,10094
Total Nacional,Melilla,-,Pernoctaciones,General,2017-01-01,11581
Total Nacional,Melilla,-,Pernoctaciones,Espana,2017-12-01,8477
Total Nacional,Melilla,-,Pernoctaciones,Espana,2017-11-01,13389
Total Nacional,Melilla,-,Pernoctaciones,Espana,2017-10-01,12105
Total Nacional,Melilla,-,Pernoctaciones,Espana,2017-09-01,11517
Total Nacional,Melilla,-,Pernoctaciones,Espana,2017-08-01,11225
Total Nacional,Melilla,-,Pernoctaciones,Espana,2017-07-01,10710
Total Nacional,Melilla,-,Pernoctaciones,Espana,2017-06-01,9904
Total Nacional,Melilla,-,Pernoctaciones,Espana,2017-05-01,9659
Total Nacional,Melilla,-,Pernoctaciones,Espana,2017-04-01,10386
Total Nacional,Melilla,-,Pernoctaciones,Espana,2017-03-01,9647
Total Nacional,Melilla,-,Pernoctaciones,Espana,2017-02-01,8417
Total Nacional,Melilla,-,Pernoctaciones,Espana,2017-01-01,9048
Total Nacional,Melilla,-,Pernoctaciones,Extranjero,2017-12-01,2338
Total Nacional,Melilla,-,Pernoctaciones,Extranjero,2017-11-01,2538
Total Nacional,Melilla,-,Pernoctaciones,Extranjero,2017-10-01,2795
Total Nacional,Melilla,-,Pernoctaciones,Extranjero,2017-09-01,3440
Total Nacional,Melilla,-,Pernoctaciones,Extranjero,2017-08-01,4401
Total Nacional,Melilla,-,Pernoctaciones,Extranjero,2017-07-01,2773
Total Nacional,Melilla,-,Pernoctaciones,Extranjero,2017-06-01,1727
Total Nacional,Melilla,-,Pernoctaciones,Extranjero,2017-05-01,1800
Total Nacional,Melilla,-,Pernoctaciones,Extranjero,2017-04-01,2251
Total Nacional,Melilla,-,Pernoctaciones,Extranjero,2017-03-01,1955
Total Nacional,Melilla,-,Pernoctaciones,Extranjero,2017-02-01,1677
Total Nacional,Melilla,-,Pernoctaciones,Extranjero,2017-01-01,2534
Total Nacional,Cantabria,-,Viajero,General,2016-12-01,5540097
Total Nacional,Cantabria,-,Viajero,General,2016-11-01,5786675
Total Nacional,Cantabria,-,Viajero,General,2016-10-01,9274924
Total Nacional,Cantabria,-,Viajero,General,2016-09-01,10486719
Total Nacional,Cantabria,-,Viajero,General,2016-08-01,12187504
Total Nacional,Cantabria,-,Viajero,General,2016-07-01,11605320
Total Nacional,Cantabria,-,Viajero,General,2016-06-01,10180427
Total Nacional,Cantabria,-,Viajero,General,2016-05-01,9569945
Total Nacional,Cantabria,-,Viajero,General,2016-04-01,7735455
Total Nacional,Cantabria,-,Viajero,General,2016-03-01,7221796
Total Nacional,Cantabria,-,Viajero,General,2016-02-01,5561906
Total Nacional,Cantabria,-,Viajero,General,2016-01-01,4689264
Total Nacional,Cantabria,-,Viajero,Espana,2016-12-01,3231853
Total Nacional,Cantabria,-,Viajero,Espana,2016-11-01,3186298
Total Nacional,Cantabria,-,Viajero,Espana,2016-10-01,4358634
Total Nacional,Cantabria,-,Viajero,Espana,2016-09-01,4672782
Total Nacional,Cantabria,-,Viajero,Espana,2016-08-01,5993466
Total Nacional,Cantabria,-,Viajero,Espana,2016-07-01,5504356
Total Nacional,Cantabria,-,Viajero,Espana,2016-06-01,4723090
Total Nacional,Cantabria,-,Viajero,Espana,2016-05-01,4197064
Total Nacional,Cantabria,-,Viajero,Espana,2016-04-01,3755761
Total Nacional,Cantabria,-,Viajero,Espana,2016-03-01,4110169
Total Nacional,Cantabria,-,Viajero,Espana,2016-02-01,3191750
Total Nacional,Cantabria,-,Viajero,Espana,2016-01-01,2618022
Total Nacional,Cantabria,-,Viajero,Extranjero,2016-12-01,2308244
Total Nacional,Cantabria,-,Viajero,Extranjero,2016-11-01,2600378
Total Nacional,Cantabria,-,Viajero,Extranjero,2016-10-01,4916290
Total Nacional,Cantabria,-,Viajero,Extranjero,2016-09-01,5813937
Total Nacional,Cantabria,-,Viajero,Extranjero,2016-08-01,6194038
Total Nacional,Cantabria,-,Viajero,Extranjero,2016-07-01,6100964
Total Nacional,Cantabria,-,Viajero,Extranjero,2016-06-01,5457337
Total Nacional,Cantabria,-,Viajero,Extranjero,2016-05-01,5372881
Total Nacional,Cantabria,-,Viajero,Extranjero,2016-04-01,3979694
Total Nacional,Cantabria,-,Viajero,Extranjero,2016-03-01,3111627
Total Nacional,Cantabria,-,Viajero,Extranjero,2016-02-01,2370156
Total Nacional,Cantabria,-,Viajero,Extranjero,2016-01-01,2071241
Total Nacional,Cantabria,-,Pernoctaciones,General,2016-12-01,16013165
Total Nacional,Cantabria,-,Pernoctaciones,General,2016-11-01,17134705
Total Nacional,Cantabria,-,Pernoctaciones,General,2016-10-01,30587997
Total Nacional,Cantabria,-,Pernoctaciones,General,2016-09-01,37218422
Total Nacional,Cantabria,-,Pernoctaciones,General,2016-08-01,46502956
Total Nacional,Cantabria,-,Pernoctaciones,General,2016-07-01,42948946
Total Nacional,Cantabria,-,Pernoctaciones,General,2016-06-01,34430872
Total Nacional,Cantabria,-,Pernoctaciones,General,2016-05-01,30401275
Total Nacional,Cantabria,-,Pernoctaciones,General,2016-04-01,23056973
Total Nacional,Cantabria,-,Pernoctaciones,General,2016-03-01,22022933
Total Nacional,Cantabria,-,Pernoctaciones,General,2016-02-01,16379849
Total Nacional,Cantabria,-,Pernoctaciones,General,2016-01-01,14470851
Total Nacional,Cantabria,-,Pernoctaciones,Espana,2016-12-01,6581936
Total Nacional,Cantabria,-,Pernoctaciones,Espana,2016-11-01,6476574
Total Nacional,Cantabria,-,Pernoctaciones,Espana,2016-10-01,9442129
Total Nacional,Cantabria,-,Pernoctaciones,Espana,2016-09-01,11216422
Total Nacional,Cantabria,-,Pernoctaciones,Espana,2016-08-01,17245641
Total Nacional,Cantabria,-,Pernoctaciones,Espana,2016-07-01,14586701
Total Nacional,Cantabria,-,Pernoctaciones,Espana,2016-06-01,10350864
Total Nacional,Cantabria,-,Pernoctaciones,Espana,2016-05-01,8999173
Total Nacional,Cantabria,-,Pernoctaciones,Espana,2016-04-01,7980979
Total Nacional,Cantabria,-,Pernoctaciones,Espana,2016-03-01,9419601
Total Nacional,Cantabria,-,Pernoctaciones,Espana,2016-02-01,6510315
Total Nacional,Cantabria,-,Pernoctaciones,Espana,2016-01-01,5428798
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2016-12-01,9431229
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2016-11-01,10658131
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2016-10-01,21145869
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2016-09-01,26001999
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2016-08-01,29257315
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2016-07-01,28362245
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2016-06-01,24080008
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2016-05-01,21402102
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2016-04-01,15075994
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2016-03-01,12603332
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2016-02-01,9869534
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2016-01-01,9042054
Total Nacional,Andalucia,-,Viajero,General,2016-12-01,966347
Total Nacional,Andalucia,-,Viajero,General,2016-11-01,1015790
Total Nacional,Andalucia,-,Viajero,General,2016-10-01,1686180
Total Nacional,Andalucia,-,Viajero,General,2016-09-01,1853000
Total Nacional,Andalucia,-,Viajero,General,2016-08-01,2050220
Total Nacional,Andalucia,-,Viajero,General,2016-07-01,1920141
Total Nacional,Andalucia,-,Viajero,General,2016-06-01,1804761
Total Nacional,Andalucia,-,Viajero,General,2016-05-01,1756979
Total Nacional,Andalucia,-,Viajero,General,2016-04-01,1551147
Total Nacional,Andalucia,-,Viajero,General,2016-03-01,1384743
Total Nacional,Andalucia,-,Viajero,General,2016-02-01,1061237
Total Nacional,Andalucia,-,Viajero,General,2016-01-01,818070
Total Nacional,Andalucia,-,Viajero,Espana,2016-12-01,595675
Total Nacional,Andalucia,-,Viajero,Espana,2016-11-01,574512
Total Nacional,Andalucia,-,Viajero,Espana,2016-10-01,805382
Total Nacional,Andalucia,-,Viajero,Espana,2016-09-01,879774
Total Nacional,Andalucia,-,Viajero,Espana,2016-08-01,1176004
Total Nacional,Andalucia,-,Viajero,Espana,2016-07-01,1089296
Total Nacional,Andalucia,-,Viajero,Espana,2016-06-01,971751
Total Nacional,Andalucia,-,Viajero,Espana,2016-05-01,826824
Total Nacional,Andalucia,-,Viajero,Espana,2016-04-01,763886
Total Nacional,Andalucia,-,Viajero,Espana,2016-03-01,803054
Total Nacional,Andalucia,-,Viajero,Espana,2016-02-01,677674
Total Nacional,Andalucia,-,Viajero,Espana,2016-01-01,480886
Total Nacional,Andalucia,-,Viajero,Extranjero,2016-12-01,370673
Total Nacional,Andalucia,-,Viajero,Extranjero,2016-11-01,441278
Total Nacional,Andalucia,-,Viajero,Extranjero,2016-10-01,880798
Total Nacional,Andalucia,-,Viajero,Extranjero,2016-09-01,973226
Total Nacional,Andalucia,-,Viajero,Extranjero,2016-08-01,874216
Total Nacional,Andalucia,-,Viajero,Extranjero,2016-07-01,830845
Total Nacional,Andalucia,-,Viajero,Extranjero,2016-06-01,833009
Total Nacional,Andalucia,-,Viajero,Extranjero,2016-05-01,930155
Total Nacional,Andalucia,-,Viajero,Extranjero,2016-04-01,787261
Total Nacional,Andalucia,-,Viajero,Extranjero,2016-03-01,581689
Total Nacional,Andalucia,-,Viajero,Extranjero,2016-02-01,383563
Total Nacional,Andalucia,-,Viajero,Extranjero,2016-01-01,337184
Total Nacional,Andalucia,-,Pernoctaciones,General,2016-12-01,2193025
Total Nacional,Andalucia,-,Pernoctaciones,General,2016-11-01,2483438
Total Nacional,Andalucia,-,Pernoctaciones,General,2016-10-01,4848164
Total Nacional,Andalucia,-,Pernoctaciones,General,2016-09-01,5789772
Total Nacional,Andalucia,-,Pernoctaciones,General,2016-08-01,7155098
Total Nacional,Andalucia,-,Pernoctaciones,General,2016-07-01,6582257
Total Nacional,Andalucia,-,Pernoctaciones,General,2016-06-01,5270870
Total Nacional,Andalucia,-,Pernoctaciones,General,2016-05-01,4805217
Total Nacional,Andalucia,-,Pernoctaciones,General,2016-04-01,4056550
Total Nacional,Andalucia,-,Pernoctaciones,General,2016-03-01,3757040
Total Nacional,Andalucia,-,Pernoctaciones,General,2016-02-01,2618423
Total Nacional,Andalucia,-,Pernoctaciones,General,2016-01-01,1995120
Total Nacional,Andalucia,-,Pernoctaciones,Espana,2016-12-01,1231488
Total Nacional,Andalucia,-,Pernoctaciones,Espana,2016-11-01,1165512
Total Nacional,Andalucia,-,Pernoctaciones,Espana,2016-10-01,1774823
Total Nacional,Andalucia,-,Pernoctaciones,Espana,2016-09-01,2351963
Total Nacional,Andalucia,-,Pernoctaciones,Espana,2016-08-01,3850822
Total Nacional,Andalucia,-,Pernoctaciones,Espana,2016-07-01,3425284
Total Nacional,Andalucia,-,Pernoctaciones,Espana,2016-06-01,2219754
Total Nacional,Andalucia,-,Pernoctaciones,Espana,2016-05-01,1862914
Total Nacional,Andalucia,-,Pernoctaciones,Espana,2016-04-01,1661288
Total Nacional,Andalucia,-,Pernoctaciones,Espana,2016-03-01,1966951
Total Nacional,Andalucia,-,Pernoctaciones,Espana,2016-02-01,1457855
Total Nacional,Andalucia,-,Pernoctaciones,Espana,2016-01-01,1015322
Total Nacional,Andalucia,-,Pernoctaciones,Extranjero,2016-12-01,961537
Total Nacional,Andalucia,-,Pernoctaciones,Extranjero,2016-11-01,1317927
Total Nacional,Andalucia,-,Pernoctaciones,Extranjero,2016-10-01,3073341
Total Nacional,Andalucia,-,Pernoctaciones,Extranjero,2016-09-01,3437809
Total Nacional,Andalucia,-,Pernoctaciones,Extranjero,2016-08-01,3304276
Total Nacional,Andalucia,-,Pernoctaciones,Extranjero,2016-07-01,3156972
Total Nacional,Andalucia,-,Pernoctaciones,Extranjero,2016-06-01,3051116
Total Nacional,Andalucia,-,Pernoctaciones,Extranjero,2016-05-01,2942303
Total Nacional,Andalucia,-,Pernoctaciones,Extranjero,2016-04-01,2395262
Total Nacional,Andalucia,-,Pernoctaciones,Extranjero,2016-03-01,1790089
Total Nacional,Andalucia,-,Pernoctaciones,Extranjero,2016-02-01,1160568
Total Nacional,Andalucia,-,Pernoctaciones,Extranjero,2016-01-01,979799
Total Nacional,Aragon,-,Viajero,General,2016-12-01,191218
Total Nacional,Aragon,-,Viajero,General,2016-11-01,161596
Total Nacional,Aragon,-,Viajero,General,2016-10-01,250061
Total Nacional,Aragon,-,Viajero,General,2016-09-01,258026
Total Nacional,Aragon,-,Viajero,General,2016-08-01,330664
Total Nacional,Aragon,-,Viajero,General,2016-07-01,273555
Total Nacional,Aragon,-,Viajero,General,2016-06-01,231206
Total Nacional,Aragon,-,Viajero,General,2016-05-01,215372
Total Nacional,Aragon,-,Viajero,General,2016-04-01,187035
Total Nacional,Aragon,-,Viajero,General,2016-03-01,240370
Total Nacional,Aragon,-,Viajero,General,2016-02-01,194848
Total Nacional,Aragon,-,Viajero,General,2016-01-01,154607
Total Nacional,Aragon,-,Viajero,Espana,2016-12-01,166702
Total Nacional,Aragon,-,Viajero,Espana,2016-11-01,131010
Total Nacional,Aragon,-,Viajero,Espana,2016-10-01,202048
Total Nacional,Aragon,-,Viajero,Espana,2016-09-01,195031
Total Nacional,Aragon,-,Viajero,Espana,2016-08-01,255227
Total Nacional,Aragon,-,Viajero,Espana,2016-07-01,205618
Total Nacional,Aragon,-,Viajero,Espana,2016-06-01,173209
Total Nacional,Aragon,-,Viajero,Espana,2016-05-01,159921
Total Nacional,Aragon,-,Viajero,Espana,2016-04-01,146214
Total Nacional,Aragon,-,Viajero,Espana,2016-03-01,206005
Total Nacional,Aragon,-,Viajero,Espana,2016-02-01,164655
Total Nacional,Aragon,-,Viajero,Espana,2016-01-01,130854
Total Nacional,Aragon,-,Viajero,Extranjero,2016-12-01,24515
Total Nacional,Aragon,-,Viajero,Extranjero,2016-11-01,30585
Total Nacional,Aragon,-,Viajero,Extranjero,2016-10-01,48013
Total Nacional,Aragon,-,Viajero,Extranjero,2016-09-01,62995
Total Nacional,Aragon,-,Viajero,Extranjero,2016-08-01,75437
Total Nacional,Aragon,-,Viajero,Extranjero,2016-07-01,67938
Total Nacional,Aragon,-,Viajero,Extranjero,2016-06-01,57997
Total Nacional,Aragon,-,Viajero,Extranjero,2016-05-01,55451
Total Nacional,Aragon,-,Viajero,Extranjero,2016-04-01,40820
Total Nacional,Aragon,-,Viajero,Extranjero,2016-03-01,34365
Total Nacional,Aragon,-,Viajero,Extranjero,2016-02-01,30192
Total Nacional,Aragon,-,Viajero,Extranjero,2016-01-01,23753
Total Nacional,Aragon,-,Pernoctaciones,General,2016-12-01,359225
Total Nacional,Aragon,-,Pernoctaciones,General,2016-11-01,289072
Total Nacional,Aragon,-,Pernoctaciones,General,2016-10-01,459569
Total Nacional,Aragon,-,Pernoctaciones,General,2016-09-01,473567
Total Nacional,Aragon,-,Pernoctaciones,General,2016-08-01,699321
Total Nacional,Aragon,-,Pernoctaciones,General,2016-07-01,545964
Total Nacional,Aragon,-,Pernoctaciones,General,2016-06-01,421279
Total Nacional,Aragon,-,Pernoctaciones,General,2016-05-01,391145
Total Nacional,Aragon,-,Pernoctaciones,General,2016-04-01,327061
Total Nacional,Aragon,-,Pernoctaciones,General,2016-03-01,503099
Total Nacional,Aragon,-,Pernoctaciones,General,2016-02-01,394902
Total Nacional,Aragon,-,Pernoctaciones,General,2016-01-01,315771
Total Nacional,Aragon,-,Pernoctaciones,Espana,2016-12-01,315479
Total Nacional,Aragon,-,Pernoctaciones,Espana,2016-11-01,239389
Total Nacional,Aragon,-,Pernoctaciones,Espana,2016-10-01,377197
Total Nacional,Aragon,-,Pernoctaciones,Espana,2016-09-01,361249
Total Nacional,Aragon,-,Pernoctaciones,Espana,2016-08-01,561901
Total Nacional,Aragon,-,Pernoctaciones,Espana,2016-07-01,415364
Total Nacional,Aragon,-,Pernoctaciones,Espana,2016-06-01,316801
Total Nacional,Aragon,-,Pernoctaciones,Espana,2016-05-01,280483
Total Nacional,Aragon,-,Pernoctaciones,Espana,2016-04-01,259556
Total Nacional,Aragon,-,Pernoctaciones,Espana,2016-03-01,436192
Total Nacional,Aragon,-,Pernoctaciones,Espana,2016-02-01,329188
Total Nacional,Aragon,-,Pernoctaciones,Espana,2016-01-01,273294
Total Nacional,Aragon,-,Pernoctaciones,Extranjero,2016-12-01,43746
Total Nacional,Aragon,-,Pernoctaciones,Extranjero,2016-11-01,49684
Total Nacional,Aragon,-,Pernoctaciones,Extranjero,2016-10-01,82372
Total Nacional,Aragon,-,Pernoctaciones,Extranjero,2016-09-01,112319
Total Nacional,Aragon,-,Pernoctaciones,Extranjero,2016-08-01,137420
Total Nacional,Aragon,-,Pernoctaciones,Extranjero,2016-07-01,130600
Total Nacional,Aragon,-,Pernoctaciones,Extranjero,2016-06-01,104478
Total Nacional,Aragon,-,Pernoctaciones,Extranjero,2016-05-01,110662
Total Nacional,Aragon,-,Pernoctaciones,Extranjero,2016-04-01,67505
Total Nacional,Aragon,-,Pernoctaciones,Extranjero,2016-03-01,66907
Total Nacional,Aragon,-,Pernoctaciones,Extranjero,2016-02-01,65714
Total Nacional,Aragon,-,Pernoctaciones,Extranjero,2016-01-01,42477
Total Nacional,Principado de asturias,-,Viajero,General,2016-12-01,84950
Total Nacional,Principado de asturias,-,Viajero,General,2016-11-01,84842
Total Nacional,Principado de asturias,-,Viajero,General,2016-10-01,145994
Total Nacional,Principado de asturias,-,Viajero,General,2016-09-01,201929
Total Nacional,Principado de asturias,-,Viajero,General,2016-08-01,274810
Total Nacional,Principado de asturias,-,Viajero,General,2016-07-01,234591
Total Nacional,Principado de asturias,-,Viajero,General,2016-06-01,163765
Total Nacional,Principado de asturias,-,Viajero,General,2016-05-01,137340
Total Nacional,Principado de asturias,-,Viajero,General,2016-04-01,113424
Total Nacional,Principado de asturias,-,Viajero,General,2016-03-01,121754
Total Nacional,Principado de asturias,-,Viajero,General,2016-02-01,74436
Total Nacional,Principado de asturias,-,Viajero,General,2016-01-01,63319
Total Nacional,Principado de asturias,-,Viajero,Espana,2016-12-01,77330
Total Nacional,Principado de asturias,-,Viajero,Espana,2016-11-01,76230
Total Nacional,Principado de asturias,-,Viajero,Espana,2016-10-01,124648
Total Nacional,Principado de asturias,-,Viajero,Espana,2016-09-01,158966
Total Nacional,Principado de asturias,-,Viajero,Espana,2016-08-01,228668
Total Nacional,Principado de asturias,-,Viajero,Espana,2016-07-01,195258
Total Nacional,Principado de asturias,-,Viajero,Espana,2016-06-01,128697
Total Nacional,Principado de asturias,-,Viajero,Espana,2016-05-01,105156
Total Nacional,Principado de asturias,-,Viajero,Espana,2016-04-01,96653
Total Nacional,Principado de asturias,-,Viajero,Espana,2016-03-01,111065
Total Nacional,Principado de asturias,-,Viajero,Espana,2016-02-01,68128
Total Nacional,Principado de asturias,-,Viajero,Espana,2016-01-01,57479
Total Nacional,Principado de asturias,-,Viajero,Extranjero,2016-12-01,7621
Total Nacional,Principado de asturias,-,Viajero,Extranjero,2016-11-01,8612
Total Nacional,Principado de asturias,-,Viajero,Extranjero,2016-10-01,21346
Total Nacional,Principado de asturias,-,Viajero,Extranjero,2016-09-01,42963
Total Nacional,Principado de asturias,-,Viajero,Extranjero,2016-08-01,46141
Total Nacional,Principado de asturias,-,Viajero,Extranjero,2016-07-01,39333
Total Nacional,Principado de asturias,-,Viajero,Extranjero,2016-06-01,35068
Total Nacional,Principado de asturias,-,Viajero,Extranjero,2016-05-01,32185
Total Nacional,Principado de asturias,-,Viajero,Extranjero,2016-04-01,16771
Total Nacional,Principado de asturias,-,Viajero,Extranjero,2016-03-01,10689
Total Nacional,Principado de asturias,-,Viajero,Extranjero,2016-02-01,6308
Total Nacional,Principado de asturias,-,Viajero,Extranjero,2016-01-01,5840
Total Nacional,Principado de asturias,-,Pernoctaciones,General,2016-12-01,159514
Total Nacional,Principado de asturias,-,Pernoctaciones,General,2016-11-01,155799
Total Nacional,Principado de asturias,-,Pernoctaciones,General,2016-10-01,294941
Total Nacional,Principado de asturias,-,Pernoctaciones,General,2016-09-01,409636
Total Nacional,Principado de asturias,-,Pernoctaciones,General,2016-08-01,679748
Total Nacional,Principado de asturias,-,Pernoctaciones,General,2016-07-01,506727
Total Nacional,Principado de asturias,-,Pernoctaciones,General,2016-06-01,312447
Total Nacional,Principado de asturias,-,Pernoctaciones,General,2016-05-01,242931
Total Nacional,Principado de asturias,-,Pernoctaciones,General,2016-04-01,202677
Total Nacional,Principado de asturias,-,Pernoctaciones,General,2016-03-01,240558
Total Nacional,Principado de asturias,-,Pernoctaciones,General,2016-02-01,129291
Total Nacional,Principado de asturias,-,Pernoctaciones,General,2016-01-01,115240
Total Nacional,Principado de asturias,-,Pernoctaciones,Espana,2016-12-01,142820
Total Nacional,Principado de asturias,-,Pernoctaciones,Espana,2016-11-01,136449
Total Nacional,Principado de asturias,-,Pernoctaciones,Espana,2016-10-01,248794
Total Nacional,Principado de asturias,-,Pernoctaciones,Espana,2016-09-01,335038
Total Nacional,Principado de asturias,-,Pernoctaciones,Espana,2016-08-01,590807
Total Nacional,Principado de asturias,-,Pernoctaciones,Espana,2016-07-01,430495
Total Nacional,Principado de asturias,-,Pernoctaciones,Espana,2016-06-01,242807
Total Nacional,Principado de asturias,-,Pernoctaciones,Espana,2016-05-01,187979
Total Nacional,Principado de asturias,-,Pernoctaciones,Espana,2016-04-01,171287
Total Nacional,Principado de asturias,-,Pernoctaciones,Espana,2016-03-01,220233
Total Nacional,Principado de asturias,-,Pernoctaciones,Espana,2016-02-01,113729
Total Nacional,Principado de asturias,-,Pernoctaciones,Espana,2016-01-01,102059
Total Nacional,Principado de asturias,-,Pernoctaciones,Extranjero,2016-12-01,16694
Total Nacional,Principado de asturias,-,Pernoctaciones,Extranjero,2016-11-01,19349
Total Nacional,Principado de asturias,-,Pernoctaciones,Extranjero,2016-10-01,46148
Total Nacional,Principado de asturias,-,Pernoctaciones,Extranjero,2016-09-01,74599
Total Nacional,Principado de asturias,-,Pernoctaciones,Extranjero,2016-08-01,88941
Total Nacional,Principado de asturias,-,Pernoctaciones,Extranjero,2016-07-01,76232
Total Nacional,Principado de asturias,-,Pernoctaciones,Extranjero,2016-06-01,69640
Total Nacional,Principado de asturias,-,Pernoctaciones,Extranjero,2016-05-01,54951
Total Nacional,Principado de asturias,-,Pernoctaciones,Extranjero,2016-04-01,31390
Total Nacional,Principado de asturias,-,Pernoctaciones,Extranjero,2016-03-01,20325
Total Nacional,Principado de asturias,-,Pernoctaciones,Extranjero,2016-02-01,15562
Total Nacional,Principado de asturias,-,Pernoctaciones,Extranjero,2016-01-01,13181
Total Nacional,Islas baleares,-,Viajero,General,2016-12-01,68543
Total Nacional,Islas baleares,-,Viajero,General,2016-11-01,96944
Total Nacional,Islas baleares,-,Viajero,General,2016-10-01,931925
Total Nacional,Islas baleares,-,Viajero,General,2016-09-01,1501207
Total Nacional,Islas baleares,-,Viajero,General,2016-08-01,1745267
Total Nacional,Islas baleares,-,Viajero,General,2016-07-01,1725962
Total Nacional,Islas baleares,-,Viajero,General,2016-06-01,1539930
Total Nacional,Islas baleares,-,Viajero,General,2016-05-01,1284669
Total Nacional,Islas baleares,-,Viajero,General,2016-04-01,524398
Total Nacional,Islas baleares,-,Viajero,General,2016-03-01,281798
Total Nacional,Islas baleares,-,Viajero,General,2016-02-01,122874
Total Nacional,Islas baleares,-,Viajero,General,2016-01-01,55193
Total Nacional,Islas baleares,-,Viajero,Espana,2016-12-01,26521
Total Nacional,Islas baleares,-,Viajero,Espana,2016-11-01,38552
Total Nacional,Islas baleares,-,Viajero,Espana,2016-10-01,128255
Total Nacional,Islas baleares,-,Viajero,Espana,2016-09-01,132777
Total Nacional,Islas baleares,-,Viajero,Espana,2016-08-01,173893
Total Nacional,Islas baleares,-,Viajero,Espana,2016-07-01,173446
Total Nacional,Islas baleares,-,Viajero,Espana,2016-06-01,163743
Total Nacional,Islas baleares,-,Viajero,Espana,2016-05-01,113396
Total Nacional,Islas baleares,-,Viajero,Espana,2016-04-01,98946
Total Nacional,Islas baleares,-,Viajero,Espana,2016-03-01,81822
Total Nacional,Islas baleares,-,Viajero,Espana,2016-02-01,44401
Total Nacional,Islas baleares,-,Viajero,Espana,2016-01-01,24905
Total Nacional,Islas baleares,-,Viajero,Extranjero,2016-12-01,42022
Total Nacional,Islas baleares,-,Viajero,Extranjero,2016-11-01,58392
Total Nacional,Islas baleares,-,Viajero,Extranjero,2016-10-01,803670
Total Nacional,Islas baleares,-,Viajero,Extranjero,2016-09-01,1368430
Total Nacional,Islas baleares,-,Viajero,Extranjero,2016-08-01,1571374
Total Nacional,Islas baleares,-,Viajero,Extranjero,2016-07-01,1552517
Total Nacional,Islas baleares,-,Viajero,Extranjero,2016-06-01,1376186
