Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total
Total Nacional,Cantabria,-,Viajero,General,2020-12-01,11124
Total Nacional,Cantabria,-,Viajero,General,2020-11-01,9397
Total Nacional,Cantabria,-,Viajero,General,2020-10-01,47117
Total Nacional,Cantabria,-,Viajero,General,2020-09-01,87867
Total Nacional,Cantabria,-,Viajero,General,2020-08-01,184907
Total Nacional,Cantabria,-,Viajero,General,2020-07-01,143132
Total Nacional,Cantabria,-,Viajero,General,2020-06-01,18267
Total Nacional,Cantabria,-,Viajero,General,2020-05-01,867
Total Nacional,Cantabria,-,Viajero,General,2020-04-01,0
Total Nacional,Cantabria,-,Viajero,General,2020-03-01,27633
Total Nacional,Cantabria,-,Viajero,General,2020-02-01,56353
Total Nacional,Cantabria,-,Viajero,General,2020-01-01,49849
Total Nacional,Cantabria,-,Viajero,Espana,2020-12-01,9628
Total Nacional,Cantabria,-,Viajero,Espana,2020-11-01,7965
Total Nacional,Cantabria,-,Viajero,Espana,2020-10-01,41686
Total Nacional,Cantabria,-,Viajero,Espana,2020-09-01,80866
Total Nacional,Cantabria,-,Viajero,Espana,2020-08-01,170793
Total Nacional,Cantabria,-,Viajero,Espana,2020-07-01,128918
Total Nacional,Cantabria,-,Viajero,Espana,2020-06-01,16674
Total Nacional,Cantabria,-,Viajero,Espana,2020-05-01,796
Total Nacional,Cantabria,-,Viajero,Espana,2020-04-01,0
Total Nacional,Cantabria,-,Viajero,Espana,2020-03-01,22968
Total Nacional,Cantabria,-,Viajero,Espana,2020-02-01,47170
Total Nacional,Cantabria,-,Viajero,Espana,2020-01-01,42180
Total Nacional,Cantabria,-,Viajero,Extranjero,2020-12-01,1495
Total Nacional,Cantabria,-,Viajero,Extranjero,2020-11-01,1432
Total Nacional,Cantabria,-,Viajero,Extranjero,2020-10-01,5431
Total Nacional,Cantabria,-,Viajero,Extranjero,2020-09-01,7001
Total Nacional,Cantabria,-,Viajero,Extranjero,2020-08-01,14114
Total Nacional,Cantabria,-,Viajero,Extranjero,2020-07-01,14213
Total Nacional,Cantabria,-,Viajero,Extranjero,2020-06-01,1593
Total Nacional,Cantabria,-,Viajero,Extranjero,2020-05-01,70
Total Nacional,Cantabria,-,Viajero,Extranjero,2020-04-01,0
Total Nacional,Cantabria,-,Viajero,Extranjero,2020-03-01,4666
Total Nacional,Cantabria,-,Viajero,Extranjero,2020-02-01,9183
Total Nacional,Cantabria,-,Viajero,Extranjero,2020-01-01,7668
Total Nacional,Cantabria,-,Pernoctaciones,General,2020-12-01,22112
Total Nacional,Cantabria,-,Pernoctaciones,General,2020-11-01,19384
Total Nacional,Cantabria,-,Pernoctaciones,General,2020-10-01,86971
Total Nacional,Cantabria,-,Pernoctaciones,General,2020-09-01,180523
Total Nacional,Cantabria,-,Pernoctaciones,General,2020-08-01,467296
Total Nacional,Cantabria,-,Pernoctaciones,General,2020-07-01,316522
Total Nacional,Cantabria,-,Pernoctaciones,General,2020-06-01,33991
Total Nacional,Cantabria,-,Pernoctaciones,General,2020-05-01,2636
Total Nacional,Cantabria,-,Pernoctaciones,General,2020-04-01,0
Total Nacional,Cantabria,-,Pernoctaciones,General,2020-03-01,47658
Total Nacional,Cantabria,-,Pernoctaciones,General,2020-02-01,102078
Total Nacional,Cantabria,-,Pernoctaciones,General,2020-01-01,91995
Total Nacional,Cantabria,-,Pernoctaciones,Espana,2020-12-01,17920
Total Nacional,Cantabria,-,Pernoctaciones,Espana,2020-11-01,14911
Total Nacional,Cantabria,-,Pernoctaciones,Espana,2020-10-01,76489
Total Nacional,Cantabria,-,Pernoctaciones,Espana,2020-09-01,166992
Total Nacional,Cantabria,-,Pernoctaciones,Espana,2020-08-01,439373
Total Nacional,Cantabria,-,Pernoctaciones,Espana,2020-07-01,288146
Total Nacional,Cantabria,-,Pernoctaciones,Espana,2020-06-01,30338
Total Nacional,Cantabria,-,Pernoctaciones,Espana,2020-05-01,1904
Total Nacional,Cantabria,-,Pernoctaciones,Espana,2020-04-01,0
Total Nacional,Cantabria,-,Pernoctaciones,Espana,2020-03-01,40304
Total Nacional,Cantabria,-,Pernoctaciones,Espana,2020-02-01,83048
Total Nacional,Cantabria,-,Pernoctaciones,Espana,2020-01-01,75147
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2020-12-01,4193
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2020-11-01,4473
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2020-10-01,10482
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2020-09-01,13531
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2020-08-01,27923
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2020-07-01,28377
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2020-06-01,3654
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2020-05-01,732
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2020-04-01,0
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2020-03-01,7354
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2020-02-01,19030
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2020-01-01,16848
Total Nacional,Castilla y leon,-,Viajero,General,2020-12-01,66232
Total Nacional,Castilla y leon,-,Viajero,General,2020-11-01,62126
Total Nacional,Castilla y leon,-,Viajero,General,2020-10-01,146487
Total Nacional,Castilla y leon,-,Viajero,General,2020-09-01,204926
Total Nacional,Castilla y leon,-,Viajero,General,2020-08-01,336759
Total Nacional,Castilla y leon,-,Viajero,General,2020-07-01,242023
Total Nacional,Castilla y leon,-,Viajero,General,2020-06-01,49536
Total Nacional,Castilla y leon,-,Viajero,General,2020-05-01,3012
Total Nacional,Castilla y leon,-,Viajero,General,2020-04-01,0
Total Nacional,Castilla y leon,-,Viajero,General,2020-03-01,114710
Total Nacional,Castilla y leon,-,Viajero,General,2020-02-01,317479
Total Nacional,Castilla y leon,-,Viajero,General,2020-01-01,257120
Total Nacional,Castilla y leon,-,Viajero,Espana,2020-12-01,57292
Total Nacional,Castilla y leon,-,Viajero,Espana,2020-11-01,54598
Total Nacional,Castilla y leon,-,Viajero,Espana,2020-10-01,126760
Total Nacional,Castilla y leon,-,Viajero,Espana,2020-09-01,180776
Total Nacional,Castilla y leon,-,Viajero,Espana,2020-08-01,292332
Total Nacional,Castilla y leon,-,Viajero,Espana,2020-07-01,205170
Total Nacional,Castilla y leon,-,Viajero,Espana,2020-06-01,44298
Total Nacional,Castilla y leon,-,Viajero,Espana,2020-05-01,2687
Total Nacional,Castilla y leon,-,Viajero,Espana,2020-04-01,0
Total Nacional,Castilla y leon,-,Viajero,Espana,2020-03-01,96333
Total Nacional,Castilla y leon,-,Viajero,Espana,2020-02-01,269095
Total Nacional,Castilla y leon,-,Viajero,Espana,2020-01-01,210657
Total Nacional,Castilla y leon,-,Viajero,Extranjero,2020-12-01,8940
Total Nacional,Castilla y leon,-,Viajero,Extranjero,2020-11-01,7528
Total Nacional,Castilla y leon,-,Viajero,Extranjero,2020-10-01,19727
Total Nacional,Castilla y leon,-,Viajero,Extranjero,2020-09-01,24150
Total Nacional,Castilla y leon,-,Viajero,Extranjero,2020-08-01,44427
Total Nacional,Castilla y leon,-,Viajero,Extranjero,2020-07-01,36853
Total Nacional,Castilla y leon,-,Viajero,Extranjero,2020-06-01,5238
Total Nacional,Castilla y leon,-,Viajero,Extranjero,2020-05-01,325
Total Nacional,Castilla y leon,-,Viajero,Extranjero,2020-04-01,0
Total Nacional,Castilla y leon,-,Viajero,Extranjero,2020-03-01,18377
Total Nacional,Castilla y leon,-,Viajero,Extranjero,2020-02-01,48384
Total Nacional,Castilla y leon,-,Viajero,Extranjero,2020-01-01,46463
Total Nacional,Castilla y leon,-,Pernoctaciones,General,2020-12-01,126788
Total Nacional,Castilla y leon,-,Pernoctaciones,General,2020-11-01,134990
Total Nacional,Castilla y leon,-,Pernoctaciones,General,2020-10-01,264175
Total Nacional,Castilla y leon,-,Pernoctaciones,General,2020-09-01,354432
Total Nacional,Castilla y leon,-,Pernoctaciones,General,2020-08-01,596918
Total Nacional,Castilla y leon,-,Pernoctaciones,General,2020-07-01,416267
Total Nacional,Castilla y leon,-,Pernoctaciones,General,2020-06-01,97084
Total Nacional,Castilla y leon,-,Pernoctaciones,General,2020-05-01,13262
Total Nacional,Castilla y leon,-,Pernoctaciones,General,2020-04-01,0
Total Nacional,Castilla y leon,-,Pernoctaciones,General,2020-03-01,220260
Total Nacional,Castilla y leon,-,Pernoctaciones,General,2020-02-01,529968
Total Nacional,Castilla y leon,-,Pernoctaciones,General,2020-01-01,436743
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2020-12-01,108808
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2020-11-01,116521
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2020-10-01,230063
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2020-09-01,313675
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2020-08-01,532268
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2020-07-01,362529
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2020-06-01,87957
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2020-05-01,9633
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2020-04-01,0
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2020-03-01,180069
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2020-02-01,446204
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2020-01-01,358916
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2020-12-01,17980
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2020-11-01,18469
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2020-10-01,34113
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2020-09-01,40758
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2020-08-01,64651
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2020-07-01,53738
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2020-06-01,9127
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2020-05-01,3628
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2020-04-01,0
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2020-03-01,40191
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2020-02-01,83765
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2020-01-01,77827
Total Nacional,Castilla la mancha,-,Viajero,General,2020-12-01,48102
Total Nacional,Castilla la mancha,-,Viajero,General,2020-11-01,47687
Total Nacional,Castilla la mancha,-,Viajero,General,2020-10-01,89089
Total Nacional,Castilla la mancha,-,Viajero,General,2020-09-01,98651
Total Nacional,Castilla la mancha,-,Viajero,General,2020-08-01,132565
Total Nacional,Castilla la mancha,-,Viajero,General,2020-07-01,104837
Total Nacional,Castilla la mancha,-,Viajero,General,2020-06-01,31666
Total Nacional,Castilla la mancha,-,Viajero,General,2020-05-01,5322
Total Nacional,Castilla la mancha,-,Viajero,General,2020-04-01,0
Total Nacional,Castilla la mancha,-,Viajero,General,2020-03-01,66917
Total Nacional,Castilla la mancha,-,Viajero,General,2020-02-01,162063
Total Nacional,Castilla la mancha,-,Viajero,General,2020-01-01,128267
Total Nacional,Castilla la mancha,-,Viajero,Espana,2020-12-01,44761
Total Nacional,Castilla la mancha,-,Viajero,Espana,2020-11-01,44363
Total Nacional,Castilla la mancha,-,Viajero,Espana,2020-10-01,81374
Total Nacional,Castilla la mancha,-,Viajero,Espana,2020-09-01,90641
Total Nacional,Castilla la mancha,-,Viajero,Espana,2020-08-01,121390
Total Nacional,Castilla la mancha,-,Viajero,Espana,2020-07-01,94068
Total Nacional,Castilla la mancha,-,Viajero,Espana,2020-06-01,29188
Total Nacional,Castilla la mancha,-,Viajero,Espana,2020-05-01,4629
Total Nacional,Castilla la mancha,-,Viajero,Espana,2020-04-01,0
Total Nacional,Castilla la mancha,-,Viajero,Espana,2020-03-01,58878
Total Nacional,Castilla la mancha,-,Viajero,Espana,2020-02-01,139562
Total Nacional,Castilla la mancha,-,Viajero,Espana,2020-01-01,101477
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2020-12-01,3341
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2020-11-01,3324
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2020-10-01,7715
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2020-09-01,8011
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2020-08-01,11175
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2020-07-01,10769
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2020-06-01,2479
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2020-05-01,693
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2020-04-01,0
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2020-03-01,8039
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2020-02-01,22501
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2020-01-01,26790
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2020-12-01,82789
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2020-11-01,92080
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2020-10-01,153322
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2020-09-01,168766
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2020-08-01,237434
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2020-07-01,183905
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2020-06-01,63077
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2020-05-01,14412
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2020-04-01,0
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2020-03-01,116185
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2020-02-01,258227
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2020-01-01,208244
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2020-12-01,75917
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2020-11-01,82968
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2020-10-01,136676
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2020-09-01,152512
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2020-08-01,218087
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2020-07-01,164176
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2020-06-01,55588
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2020-05-01,11092
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2020-04-01,0
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2020-03-01,99018
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2020-02-01,216916
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2020-01-01,162616
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2020-12-01,6872
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2020-11-01,9112
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2020-10-01,16646
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2020-09-01,16254
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2020-08-01,19346
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2020-07-01,19729
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2020-06-01,7488
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2020-05-01,3320
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2020-04-01,0
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2020-03-01,17167
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2020-02-01,41311
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2020-01-01,45628
Total Nacional,Cataluna,-,Viajero,General,2020-12-01,220589
Total Nacional,Cataluna,-,Viajero,General,2020-11-01,144031
Total Nacional,Cataluna,-,Viajero,General,2020-10-01,333386
Total Nacional,Cataluna,-,Viajero,General,2020-09-01,627692
Total Nacional,Cataluna,-,Viajero,General,2020-08-01,1085954
Total Nacional,Cataluna,-,Viajero,General,2020-07-01,758997
Total Nacional,Cataluna,-,Viajero,General,2020-06-01,156464
Total Nacional,Cataluna,-,Viajero,General,2020-05-01,10562
Total Nacional,Cataluna,-,Viajero,General,2020-04-01,0
Total Nacional,Cataluna,-,Viajero,General,2020-03-01,438706
Total Nacional,Cataluna,-,Viajero,General,2020-02-01,1101846
Total Nacional,Cataluna,-,Viajero,General,2020-01-01,1017702
Total Nacional,Cataluna,-,Viajero,Espana,2020-12-01,164283
Total Nacional,Cataluna,-,Viajero,Espana,2020-11-01,107507
Total Nacional,Cataluna,-,Viajero,Espana,2020-10-01,233113
Total Nacional,Cataluna,-,Viajero,Espana,2020-09-01,484305
Total Nacional,Cataluna,-,Viajero,Espana,2020-08-01,813152
Total Nacional,Cataluna,-,Viajero,Espana,2020-07-01,504564
Total Nacional,Cataluna,-,Viajero,Espana,2020-06-01,121451
Total Nacional,Cataluna,-,Viajero,Espana,2020-05-01,7101
Total Nacional,Cataluna,-,Viajero,Espana,2020-04-01,0
Total Nacional,Cataluna,-,Viajero,Espana,2020-03-01,194947
Total Nacional,Cataluna,-,Viajero,Espana,2020-02-01,454073
Total Nacional,Cataluna,-,Viajero,Espana,2020-01-01,388954
Total Nacional,Cataluna,-,Viajero,Extranjero,2020-12-01,56306
Total Nacional,Cataluna,-,Viajero,Extranjero,2020-11-01,36524
Total Nacional,Cataluna,-,Viajero,Extranjero,2020-10-01,100273
Total Nacional,Cataluna,-,Viajero,Extranjero,2020-09-01,143387
Total Nacional,Cataluna,-,Viajero,Extranjero,2020-08-01,272802
Total Nacional,Cataluna,-,Viajero,Extranjero,2020-07-01,254433
Total Nacional,Cataluna,-,Viajero,Extranjero,2020-06-01,35012
Total Nacional,Cataluna,-,Viajero,Extranjero,2020-05-01,3462
Total Nacional,Cataluna,-,Viajero,Extranjero,2020-04-01,0
Total Nacional,Cataluna,-,Viajero,Extranjero,2020-03-01,243759
Total Nacional,Cataluna,-,Viajero,Extranjero,2020-02-01,647772
Total Nacional,Cataluna,-,Viajero,Extranjero,2020-01-01,628748
Total Nacional,Cataluna,-,Pernoctaciones,General,2020-12-01,392142
Total Nacional,Cataluna,-,Pernoctaciones,General,2020-11-01,279247
Total Nacional,Cataluna,-,Pernoctaciones,General,2020-10-01,630058
Total Nacional,Cataluna,-,Pernoctaciones,General,2020-09-01,1300688
Total Nacional,Cataluna,-,Pernoctaciones,General,2020-08-01,2833581
Total Nacional,Cataluna,-,Pernoctaciones,General,2020-07-01,1866125
Total Nacional,Cataluna,-,Pernoctaciones,General,2020-06-01,294695
Total Nacional,Cataluna,-,Pernoctaciones,General,2020-05-01,29506
Total Nacional,Cataluna,-,Pernoctaciones,General,2020-04-01,0
Total Nacional,Cataluna,-,Pernoctaciones,General,2020-03-01,1023954
Total Nacional,Cataluna,-,Pernoctaciones,General,2020-02-01,2388147
Total Nacional,Cataluna,-,Pernoctaciones,General,2020-01-01,2273864
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2020-12-01,280266
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2020-11-01,201535
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2020-10-01,415995
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2020-09-01,965671
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2020-08-01,2038115
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2020-07-01,1096712
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2020-06-01,224169
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2020-05-01,21431
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2020-04-01,0
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2020-03-01,389436
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2020-02-01,807251
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2020-01-01,708981
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2020-12-01,111876
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2020-11-01,77712
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2020-10-01,214063
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2020-09-01,335017
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2020-08-01,795465
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2020-07-01,769413
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2020-06-01,70526
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2020-05-01,8076
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2020-04-01,0
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2020-03-01,634518
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2020-02-01,1580896
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2020-01-01,1564883
Total Nacional,Comunidad valencia,-,Viajero,General,2020-12-01,154733
Total Nacional,Comunidad valencia,-,Viajero,General,2020-11-01,146459
Total Nacional,Comunidad valencia,-,Viajero,General,2020-10-01,275836
Total Nacional,Comunidad valencia,-,Viajero,General,2020-09-01,346087
Total Nacional,Comunidad valencia,-,Viajero,General,2020-08-01,623076
Total Nacional,Comunidad valencia,-,Viajero,General,2020-07-01,454395
Total Nacional,Comunidad valencia,-,Viajero,General,2020-06-01,89239
Total Nacional,Comunidad valencia,-,Viajero,General,2020-05-01,10107
Total Nacional,Comunidad valencia,-,Viajero,General,2020-04-01,0
Total Nacional,Comunidad valencia,-,Viajero,General,2020-03-01,238426
Total Nacional,Comunidad valencia,-,Viajero,General,2020-02-01,598949
Total Nacional,Comunidad valencia,-,Viajero,General,2020-01-01,464247
Total Nacional,Comunidad valencia,-,Viajero,Espana,2020-12-01,129389
Total Nacional,Comunidad valencia,-,Viajero,Espana,2020-11-01,120328
Total Nacional,Comunidad valencia,-,Viajero,Espana,2020-10-01,224543
Total Nacional,Comunidad valencia,-,Viajero,Espana,2020-09-01,290520
Total Nacional,Comunidad valencia,-,Viajero,Espana,2020-08-01,512512
Total Nacional,Comunidad valencia,-,Viajero,Espana,2020-07-01,361056
Total Nacional,Comunidad valencia,-,Viajero,Espana,2020-06-01,78801
Total Nacional,Comunidad valencia,-,Viajero,Espana,2020-05-01,9016
Total Nacional,Comunidad valencia,-,Viajero,Espana,2020-04-01,0
Total Nacional,Comunidad valencia,-,Viajero,Espana,2020-03-01,134504
Total Nacional,Comunidad valencia,-,Viajero,Espana,2020-02-01,371385
Total Nacional,Comunidad valencia,-,Viajero,Espana,2020-01-01,259717
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2020-12-01,25344
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2020-11-01,26131
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2020-10-01,51293
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2020-09-01,55567
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2020-08-01,110564
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2020-07-01,93339
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2020-06-01,10438
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2020-05-01,1091
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2020-04-01,0
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2020-03-01,103922
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2020-02-01,227564
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2020-01-01,204530
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2020-12-01,286699
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2020-11-01,280198
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2020-10-01,580767
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2020-09-01,848375
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2020-08-01,1694735
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2020-07-01,1131051
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2020-06-01,170590
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2020-05-01,21909
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2020-04-01,0
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2020-03-01,780478
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2020-02-01,1627463
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2020-01-01,1303929
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2020-12-01,226573
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2020-11-01,212882
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2020-10-01,454859
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2020-09-01,709087
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2020-08-01,1386744
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2020-07-01,886833
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2020-06-01,150413
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2020-05-01,19608
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2020-04-01,0
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2020-03-01,354598
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2020-02-01,846599
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2020-01-01,619126
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2020-12-01,60126
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2020-11-01,67316
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2020-10-01,125908
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2020-09-01,139289
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2020-08-01,307990
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2020-07-01,244218
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2020-06-01,20177
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2020-05-01,2301
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2020-04-01,0
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2020-03-01,425880
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2020-02-01,780864
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2020-01-01,684803
Total Nacional,Extremadura,-,Viajero,General,2020-12-01,34812
Total Nacional,Extremadura,-,Viajero,General,2020-11-01,36089
Total Nacional,Extremadura,-,Viajero,General,2020-10-01,59000
Total Nacional,Extremadura,-,Viajero,General,2020-09-01,69874
Total Nacional,Extremadura,-,Viajero,General,2020-08-01,103295
Total Nacional,Extremadura,-,Viajero,General,2020-07-01,72713
Total Nacional,Extremadura,-,Viajero,General,2020-06-01,23319
Total Nacional,Extremadura,-,Viajero,General,2020-05-01,6164
Total Nacional,Extremadura,-,Viajero,General,2020-04-01,0
Total Nacional,Extremadura,-,Viajero,General,2020-03-01,41458
Total Nacional,Extremadura,-,Viajero,General,2020-02-01,93312
Total Nacional,Extremadura,-,Viajero,General,2020-01-01,79548
Total Nacional,Extremadura,-,Viajero,Espana,2020-12-01,31705
