,provincia,media_tmed,media_prec,media_sol,media_tmin,media_tmax,año,mes,fecha_str,fecha
945,TOLEDO,21.76,0.82,8.28,14.95,28.57,2019,septiembre,2019-septiembre,2019-09-01
946,VALENCIA,23.28,3.24,7.42,18.6,27.95,2019,septiembre,2019-septiembre,2019-09-01
947,VALLADOLID,18.0,2.01,8.67,11.08,24.92,2019,septiembre,2019-septiembre,2019-09-01
948,ZAMORA,18.17,0.73,9.03,10.34,26.02,2019,septiembre,2019-septiembre,2019-09-01
949,ZARAGOZA,20.26,0.56,8.83,13.51,27.0,2019,septiembre,2019-septiembre,2019-09-01
950,A CORUÑA,11.53,9.73,1.73,9.06,14.01,2019,noviembre,2019-noviembre,2019-11-01
951,ALBACETE,9.6,1.34,4.81,5.71,13.49,2019,noviembre,2019-noviembre,2019-11-01
952,ALICANTE,14.65,0.8,7.31,9.76,19.56,2019,noviembre,2019-noviembre,2019-11-01
953,ALMERIA,14.65,0.69,6.96,10.32,18.98,2019,noviembre,2019-noviembre,2019-11-01
954,ARABA/ALAVA,8.54,8.13,2.08,4.93,12.12,2019,noviembre,2019-noviembre,2019-11-01
955,ASTURIAS,9.81,10.77,1.85,6.95,12.67,2019,noviembre,2019-noviembre,2019-11-01
956,AVILA,6.33,2.26,3.25,2.76,9.9,2019,noviembre,2019-noviembre,2019-11-01
957,BADAJOZ,12.37,2.59,3.99,8.34,16.4,2019,noviembre,2019-noviembre,2019-11-01
958,BARCELONA,11.98,1.21,5.74,7.43,16.53,2019,noviembre,2019-noviembre,2019-11-01
959,BIZKAIA,11.6,12.98,1.29,8.55,14.64,2019,noviembre,2019-noviembre,2019-11-01
960,BURGOS,7.66,3.74,1.33,4.3,11.02,2019,noviembre,2019-noviembre,2019-11-01
961,CACERES,11.87,2.89,4.0,8.4,15.35,2019,noviembre,2019-noviembre,2019-11-01
962,CADIZ,14.36,4.44,5.54,11.34,17.39,2019,noviembre,2019-noviembre,2019-11-01
963,CANTABRIA,11.02,10.56,1.7,7.74,14.3,2019,noviembre,2019-noviembre,2019-11-01
964,CASTELLON,10.84,0.33,6.66,6.55,15.13,2019,noviembre,2019-noviembre,2019-11-01
965,CIUDAD REAL,9.49,2.09,3.59,5.64,13.34,2019,noviembre,2019-noviembre,2019-11-01
966,CORDOBA,11.38,2.84,6.3,7.75,15.02,2019,noviembre,2019-noviembre,2019-11-01
967,CUENCA,7.97,3.04,1.78,4.17,11.77,2019,noviembre,2019-noviembre,2019-11-01
968,GIPUZKOA,10.96,15.38,1.33,7.81,14.1,2019,noviembre,2019-noviembre,2019-11-01
969,GIRONA,7.32,2.16,5.14,1.75,12.89,2019,noviembre,2019-noviembre,2019-11-01
970,GRANADA,10.07,2.69,4.38,5.67,14.46,2019,noviembre,2019-noviembre,2019-11-01
971,GUADALAJARA,7.31,2.21,2.63,3.61,11.01,2019,noviembre,2019-noviembre,2019-11-01
972,HUELVA,14.33,1.87,5.89,10.46,18.21,2019,noviembre,2019-noviembre,2019-11-01
973,HUESCA,5.61,6.71,3.34,1.8,9.42,2019,noviembre,2019-noviembre,2019-11-01
974,ILLES BALEARS,13.44,3.8,5.26,9.56,17.32,2019,noviembre,2019-noviembre,2019-11-01
975,JAEN,10.99,3.78,3.59,7.53,14.44,2019,noviembre,2019-noviembre,2019-11-01
976,LA RIOJA,9.59,3.45,2.85,5.98,13.19,2019,noviembre,2019-noviembre,2019-11-01
977,LAS PALMAS,21.4,0.24,7.08,18.4,24.4,2019,noviembre,2019-noviembre,2019-11-01
978,LEON,6.58,4.54,2.45,3.48,9.68,2019,noviembre,2019-noviembre,2019-11-01
979,LLEIDA,7.16,2.31,5.5,1.84,12.45,2019,noviembre,2019-noviembre,2019-11-01
980,LUGO,9.29,11.11,1.14,6.39,12.2,2019,noviembre,2019-noviembre,2019-11-01
981,MADRID,7.61,3.68,3.69,4.37,10.84,2019,noviembre,2019-noviembre,2019-11-01
982,MALAGA,15.76,1.85,4.48,12.05,19.48,2019,noviembre,2019-noviembre,2019-11-01
983,MURCIA,14.25,0.49,6.85,9.04,19.45,2019,noviembre,2019-noviembre,2019-11-01
984,NAVARRA,8.77,7.93,1.87,5.19,12.35,2019,noviembre,2019-noviembre,2019-11-01
985,OURENSE,8.89,7.71,1.38,5.65,12.13,2019,noviembre,2019-noviembre,2019-11-01
986,PALENCIA,6.22,3.58,2.87,2.37,10.07,2019,noviembre,2019-noviembre,2019-11-01
987,PONTEVEDRA,11.1,14.48,1.65,8.46,13.72,2019,noviembre,2019-noviembre,2019-11-01
988,SALAMANCA,7.03,3.84,2.34,3.5,10.56,2019,noviembre,2019-noviembre,2019-11-01
989,SEGOVIA,4.08,6.37,0.84,1.44,6.7,2019,noviembre,2019-noviembre,2019-11-01
990,SEVILLA,12.94,2.66,5.17,8.4,17.48,2019,noviembre,2019-noviembre,2019-11-01
991,SORIA,6.35,2.74,2.92,3.22,9.46,2019,noviembre,2019-noviembre,2019-11-01
992,STA. CRUZ DE TENERIFE,19.6,0.38,6.3,16.88,22.33,2019,noviembre,2019-noviembre,2019-11-01
993,TARRAGONA,13.38,0.51,5.94,9.17,17.61,2019,noviembre,2019-noviembre,2019-11-01
994,TERUEL,9.22,1.13,4.95,4.45,14.01,2019,noviembre,2019-noviembre,2019-11-01
995,TOLEDO,9.87,1.67,4.62,6.01,13.72,2019,noviembre,2019-noviembre,2019-11-01
996,VALENCIA,14.79,0.34,6.08,10.29,19.29,2019,noviembre,2019-noviembre,2019-11-01
997,VALLADOLID,7.92,2.37,2.96,4.42,11.43,2019,noviembre,2019-noviembre,2019-11-01
998,ZAMORA,8.78,2.41,3.13,5.22,12.35,2019,noviembre,2019-noviembre,2019-11-01
999,ZARAGOZA,9.78,2.73,4.53,5.97,13.59,2019,noviembre,2019-noviembre,2019-11-01
1000,A CORUÑA,10.77,7.1,3.26,7.73,13.81,2019,diciembre,2019-diciembre,2019-12-01
1001,ALBACETE,8.82,1.38,4.29,4.59,13.05,2019,diciembre,2019-diciembre,2019-12-01
1002,ALICANTE,13.03,2.49,5.38,7.96,18.11,2019,diciembre,2019-diciembre,2019-12-01
1003,ALMERIA,13.61,0.78,5.68,8.78,18.43,2019,diciembre,2019-diciembre,2019-12-01
1004,ARABA/ALAVA,6.74,2.94,2.69,2.22,11.27,2019,diciembre,2019-diciembre,2019-12-01
1005,ASTURIAS,9.18,6.98,2.79,5.59,12.78,2019,diciembre,2019-diciembre,2019-12-01
1006,AVILA,6.8,3.84,3.81,2.16,11.43,2019,diciembre,2019-diciembre,2019-12-01
1007,BADAJOZ,11.42,2.59,4.36,7.02,15.81,2019,diciembre,2019-diciembre,2019-12-01
1008,BARCELONA,11.45,3.3,3.96,7.57,15.33,2019,diciembre,2019-diciembre,2019-12-01
1009,BIZKAIA,11.84,4.34,3.07,8.21,15.47,2019,diciembre,2019-diciembre,2019-12-01
1010,BURGOS,6.28,2.38,2.44,1.6,10.95,2019,diciembre,2019-diciembre,2019-12-01
1011,CACERES,10.29,3.71,4.55,6.26,14.32,2019,diciembre,2019-diciembre,2019-12-01
1012,CADIZ,13.75,3.97,5.66,10.11,17.38,2019,diciembre,2019-diciembre,2019-12-01
1013,CANTABRIA,10.35,4.71,3.18,6.47,14.22,2019,diciembre,2019-diciembre,2019-12-01
1014,CASTELLON,10.21,3.55,5.29,5.94,14.47,2019,diciembre,2019-diciembre,2019-12-01
1015,CIUDAD REAL,7.94,1.49,3.37,3.73,12.16,2019,diciembre,2019-diciembre,2019-12-01
1016,CORDOBA,11.39,3.27,6.55,7.28,15.49,2019,diciembre,2019-diciembre,2019-12-01
1017,CUENCA,7.74,2.64,4.07,3.07,12.41,2019,diciembre,2019-diciembre,2019-12-01
1018,GIPUZKOA,10.73,5.27,2.76,6.85,14.61,2019,diciembre,2019-diciembre,2019-12-01
1019,GIRONA,7.49,3.51,4.25,2.58,12.41,2019,diciembre,2019-diciembre,2019-12-01
1020,GRANADA,9.56,1.57,5.43,3.48,15.63,2019,diciembre,2019-diciembre,2019-12-01
1021,GUADALAJARA,6.47,1.73,3.55,1.23,11.7,2019,diciembre,2019-diciembre,2019-12-01
1022,HUELVA,13.7,4.22,5.77,9.3,18.11,2019,diciembre,2019-diciembre,2019-12-01
1023,HUESCA,6.23,4.62,3.44,1.92,10.53,2019,diciembre,2019-diciembre,2019-12-01
1024,ILLES BALEARS,13.01,2.29,5.3,9.03,17.0,2019,diciembre,2019-diciembre,2019-12-01
1025,JAEN,11.34,3.46,5.08,6.62,16.06,2019,diciembre,2019-diciembre,2019-12-01
1026,LA RIOJA,8.31,0.83,3.57,4.05,12.6,2019,diciembre,2019-diciembre,2019-12-01
1027,LAS PALMAS,19.6,0.56,7.16,16.37,22.83,2019,diciembre,2019-diciembre,2019-12-01
1028,LEON,5.59,5.73,2.99,1.38,9.81,2019,diciembre,2019-diciembre,2019-12-01
1029,LLEIDA,6.6,2.79,3.53,2.05,11.14,2019,diciembre,2019-diciembre,2019-12-01
1030,LUGO,7.35,6.44,1.79,3.11,11.59,2019,diciembre,2019-diciembre,2019-12-01
1031,MADRID,7.47,3.17,4.1,3.43,11.5,2019,diciembre,2019-diciembre,2019-12-01
1032,MALAGA,14.6,0.92,3.45,10.61,18.58,2019,diciembre,2019-diciembre,2019-12-01
1033,MURCIA,12.75,1.8,4.98,7.79,17.7,2019,diciembre,2019-diciembre,2019-12-01
1034,NAVARRA,8.04,3.2,3.37,3.76,12.3,2019,diciembre,2019-diciembre,2019-12-01
1035,OURENSE,7.27,7.06,2.75,2.87,11.68,2019,diciembre,2019-diciembre,2019-12-01
1036,PALENCIA,5.62,3.63,3.41,1.28,9.96,2019,diciembre,2019-diciembre,2019-12-01
1037,PONTEVEDRA,10.23,13.41,3.38,6.79,13.68,2019,diciembre,2019-diciembre,2019-12-01
1038,SALAMANCA,6.43,5.34,3.67,1.97,10.89,2019,diciembre,2019-diciembre,2019-12-01
1039,SEGOVIA,5.85,4.8,3.13,2.21,9.49,2019,diciembre,2019-diciembre,2019-12-01
1040,SEVILLA,12.23,2.71,6.05,7.15,17.33,2019,diciembre,2019-diciembre,2019-12-01
1041,SORIA,6.81,2.56,4.51,1.51,12.13,2019,diciembre,2019-diciembre,2019-12-01
1042,STA. CRUZ DE TENERIFE,17.97,0.92,6.36,14.81,21.14,2019,diciembre,2019-diciembre,2019-12-01
1043,TARRAGONA,12.34,1.69,4.95,8.05,16.64,2019,diciembre,2019-diciembre,2019-12-01
1044,TERUEL,7.88,0.81,4.71,2.69,13.07,2019,diciembre,2019-diciembre,2019-12-01
1045,TOLEDO,8.87,3.25,3.97,4.98,12.78,2019,diciembre,2019-diciembre,2019-12-01
1046,VALENCIA,13.08,3.22,4.8,8.61,17.56,2019,diciembre,2019-diciembre,2019-12-01
1047,VALLADOLID,6.25,2.53,3.11,2.35,10.16,2019,diciembre,2019-diciembre,2019-12-01
1048,ZAMORA,6.52,3.9,2.52,2.4,10.66,2019,diciembre,2019-diciembre,2019-12-01
1049,ZARAGOZA,8.19,1.19,3.95,3.92,12.46,2019,diciembre,2019-diciembre,2019-12-01
1050,A CORUÑA,10.29,6.77,3.77,7.37,13.21,2020,enero,2020-enero,2020-01-01
1051,ALBACETE,6.71,1.56,5.26,1.5,11.92,2020,enero,2020-enero,2020-01-01
1052,ALICANTE,10.7,2.21,6.61,4.88,16.52,2020,enero,2020-enero,2020-01-01
1053,ALMERIA,11.48,0.85,6.41,6.56,16.39,2020,enero,2020-enero,2020-01-01
1054,ARABA/ALAVA,5.34,1.07,3.43,0.75,9.93,2020,enero,2020-enero,2020-01-01
1055,ASTURIAS,8.74,2.24,3.76,5.14,12.35,2020,enero,2020-enero,2020-01-01
1056,AVILA,5.48,1.71,3.82,0.27,10.7,2020,enero,2020-enero,2020-01-01
1057,BADAJOZ,9.15,1.1,4.66,4.38,13.92,2020,enero,2020-enero,2020-01-01
1058,BARCELONA,9.57,4.63,4.95,5.18,13.96,2020,enero,2020-enero,2020-01-01
1059,BIZKAIA,10.45,1.32,3.42,6.94,13.96,2020,enero,2020-enero,2020-01-01
1060,BURGOS,4.62,0.93,2.45,0.33,8.9,2020,enero,2020-enero,2020-01-01
1061,CACERES,8.28,1.54,4.28,4.27,12.29,2020,enero,2020-enero,2020-01-01
1062,CADIZ,11.65,3.74,6.15,7.47,15.84,2020,enero,2020-enero,2020-01-01
1063,CANTABRIA,9.25,0.94,3.62,5.49,13.0,2020,enero,2020-enero,2020-01-01
1064,CASTELLON,8.37,2.63,6.11,3.52,13.22,2020,enero,2020-enero,2020-01-01
1065,CIUDAD REAL,6.08,0.8,4.34,0.88,11.28,2020,enero,2020-enero,2020-01-01
1066,CORDOBA,9.17,1.12,6.46,4.7,13.63,2020,enero,2020-enero,2020-01-01
1067,CUENCA,6.05,1.01,4.51,0.76,11.32,2020,enero,2020-enero,2020-01-01
1068,GIPUZKOA,9.4,1.73,3.35,5.49,13.29,2020,enero,2020-enero,2020-01-01
1069,GIRONA,5.93,4.13,4.86,0.29,11.56,2020,enero,2020-enero,2020-01-01
1070,GRANADA,7.18,1.06,6.14,0.46,13.89,2020,enero,2020-enero,2020-01-01
1071,GUADALAJARA,4.64,1.02,3.92,-0.94,10.22,2020,enero,2020-enero,2020-01-01
1072,HUELVA,11.48,2.19,5.84,7.14,15.81,2020,enero,2020-enero,2020-01-01
1073,HUESCA,5.07,2.78,3.85,0.24,9.88,2020,enero,2020-enero,2020-01-01
1074,ILLES BALEARS,11.07,3.68,4.91,6.78,15.34,2020,enero,2020-enero,2020-01-01
1075,JAEN,8.6,1.0,5.07,3.75,13.46,2020,enero,2020-enero,2020-01-01
1076,LA RIOJA,5.69,1.09,3.26,1.59,9.79,2020,enero,2020-enero,2020-01-01
1077,LAS PALMAS,18.15,0.03,7.51,14.96,21.34,2020,enero,2020-enero,2020-01-01
1078,LEON,4.23,1.37,3.37,0.06,8.4,2020,enero,2020-enero,2020-01-01
1079,LLEIDA,4.79,2.17,3.39,-0.19,9.77,2020,enero,2020-enero,2020-01-01
1080,LUGO,7.37,3.81,2.79,3.07,11.68,2020,enero,2020-enero,2020-01-01
1081,MADRID,5.51,1.21,4.42,1.27,9.75,2020,enero,2020-enero,2020-01-01
1082,MALAGA,12.38,3.79,3.64,7.89,16.88,2020,enero,2020-enero,2020-01-01
1083,MURCIA,10.05,2.13,6.0,4.45,15.61,2020,enero,2020-enero,2020-01-01
1084,NAVARRA,6.32,1.3,3.86,1.9,10.74,2020,enero,2020-enero,2020-01-01
1085,OURENSE,6.6,2.45,3.28,2.01,11.19,2020,enero,2020-enero,2020-01-01
1086,PALENCIA,3.9,0.78,3.51,-0.1,7.9,2020,enero,2020-enero,2020-01-01
1087,PONTEVEDRA,9.49,7.36,3.84,6.14,12.82,2020,enero,2020-enero,2020-01-01
1088,SALAMANCA,4.94,1.03,3.77,0.65,9.23,2020,enero,2020-enero,2020-01-01
1089,SEGOVIA,4.11,2.4,3.24,0.41,7.79,2020,enero,2020-enero,2020-01-01
1090,SEVILLA,9.94,2.07,5.97,4.55,15.33,2020,enero,2020-enero,2020-01-01
1091,SORIA,4.95,0.63,4.63,0.03,9.88,2020,enero,2020-enero,2020-01-01
1092,STA. CRUZ DE TENERIFE,16.62,0.06,6.93,13.35,19.89,2020,enero,2020-enero,2020-01-01
1093,TARRAGONA,9.44,5.22,5.86,4.16,14.73,2020,enero,2020-enero,2020-01-01
1094,TERUEL,5.08,2.24,4.97,-0.47,10.64,2020,enero,2020-enero,2020-01-01
1095,TOLEDO,6.79,0.75,4.85,2.25,11.34,2020,enero,2020-enero,2020-01-01
1096,VALENCIA,10.33,5.6,5.59,5.03,15.64,2020,enero,2020-enero,2020-01-01
1097,VALLADOLID,4.2,0.78,2.32,0.68,7.73,2020,enero,2020-enero,2020-01-01
1098,ZAMORA,4.64,0.76,2.47,1.04,8.24,2020,enero,2020-enero,2020-01-01
1099,ZARAGOZA,5.87,1.94,4.08,1.29,10.43,2020,enero,2020-enero,2020-01-01
1100,A CORUÑA,12.01,2.29,4.74,8.68,15.33,2020,febrero,2020-febrero,2020-02-01
1101,ALBACETE,11.04,0.03,7.0,4.83,17.24,2020,febrero,2020-febrero,2020-02-01
1102,ALICANTE,13.91,0.07,8.22,7.4,20.43,2020,febrero,2020-febrero,2020-02-01
1103,ALMERIA,14.18,0.01,7.89,8.94,19.42,2020,febrero,2020-febrero,2020-02-01
1104,ARABA/ALAVA,8.71,0.34,5.69,2.08,15.36,2020,febrero,2020-febrero,2020-02-01
1105,ASTURIAS,11.02,0.93,5.34,6.89,15.16,2020,febrero,2020-febrero,2020-02-01
1106,AVILA,9.75,0.06,7.54,3.35,16.17,2020,febrero,2020-febrero,2020-02-01
1107,BADAJOZ,12.65,0.08,7.06,6.36,18.94,2020,febrero,2020-febrero,2020-02-01
1108,BARCELONA,12.3,0.18,6.62,7.68,16.91,2020,febrero,2020-febrero,2020-02-01
1109,BIZKAIA,12.78,1.37,4.18,8.87,16.69,2020,febrero,2020-febrero,2020-02-01
1110,BURGOS,8.13,0.2,4.93,1.78,14.48,2020,febrero,2020-febrero,2020-02-01
1111,CACERES,12.17,0.08,6.84,6.67,17.67,2020,febrero,2020-febrero,2020-02-01
1112,CADIZ,14.72,0.22,8.23,10.16,19.27,2020,febrero,2020-febrero,2020-02-01
1113,CANTABRIA,11.28,1.03,4.62,6.86,15.7,2020,febrero,2020-febrero,2020-02-01
1114,CASTELLON,11.8,0.0,8.33,6.13,17.46,2020,febrero,2020-febrero,2020-02-01
1115,CIUDAD REAL,10.29,0.09,6.75,3.32,17.25,2020,febrero,2020-febrero,2020-02-01
1116,CORDOBA,13.28,0.07,9.16,7.43,19.13,2020,febrero,2020-febrero,2020-02-01
1117,CUENCA,9.97,0.05,6.56,3.07,16.88,2020,febrero,2020-febrero,2020-02-01
1118,GIPUZKOA,12.11,2.42,4.71,7.71,16.51,2020,febrero,2020-febrero,2020-02-01
1119,GIRONA,9.05,0.12,6.92,2.69,15.42,2020,febrero,2020-febrero,2020-02-01
1120,GRANADA,11.2,0.02,8.07,2.54,19.85,2020,febrero,2020-febrero,2020-02-01
1121,GUADALAJARA,8.45,0.02,6.36,1.01,15.9,2020,febrero,2020-febrero,2020-02-01
1122,HUELVA,14.87,0.08,8.81,9.47,20.27,2020,febrero,2020-febrero,2020-02-01
1123,HUESCA,8.95,0.13,6.57,2.73,15.16,2020,febrero,2020-febrero,2020-02-01
1124,ILLES BALEARS,12.71,0.02,7.03,7.83,17.6,2020,febrero,2020-febrero,2020-02-01
1125,JAEN,13.15,0.1,7.67,7.0,19.3,2020,febrero,2020-febrero,2020-02-01
1126,LA RIOJA,9.79,0.1,6.37,3.32,16.25,2020,febrero,2020-febrero,2020-02-01
1127,LAS PALMAS,20.38,0.02,8.1,16.86,23.89,2020,febrero,2020-febrero,2020-02-01
1128,LEON,7.95,0.44,6.37,2.21,13.69,2020,febrero,2020-febrero,2020-02-01
1129,LLEIDA,9.42,0.06,7.79,1.96,16.88,2020,febrero,2020-febrero,2020-02-01
1130,LUGO,10.32,2.07,4.5,4.92,15.71,2020,febrero,2020-febrero,2020-02-01
1131,MADRID,9.03,0.08,6.16,3.59,14.48,2020,febrero,2020-febrero,2020-02-01
1132,MALAGA,15.03,0.03,6.03,10.14,19.93,2020,febrero,2020-febrero,2020-02-01
1133,MURCIA,13.7,0.04,7.59,7.37,20.03,2020,febrero,2020-febrero,2020-02-01
1134,NAVARRA,9.99,0.53,6.19,3.84,16.14,2020,febrero,2020-febrero,2020-02-01
1135,OURENSE,10.16,0.87,4.98,4.04,16.27,2020,febrero,2020-febrero,2020-02-01
1136,PALENCIA,7.83,0.26,5.62,1.65,14.0,2020,febrero,2020-febrero,2020-02-01
1137,PONTEVEDRA,12.32,3.09,5.15,8.63,15.99,2020,febrero,2020-febrero,2020-02-01
1138,SALAMANCA,8.67,0.14,6.8,2.26,15.07,2020,febrero,2020-febrero,2020-02-01
1139,SEGOVIA,7.67,0.54,5.26,3.06,12.26,2020,febrero,2020-febrero,2020-02-01
1140,SEVILLA,14.08,0.06,8.38,7.32,20.86,2020,febrero,2020-febrero,2020-02-01
1141,SORIA,8.69,0.02,6.54,1.96,15.43,2020,febrero,2020-febrero,2020-02-01
1142,STA. CRUZ DE TENERIFE,18.73,0.01,8.36,15.19,22.28,2020,febrero,2020-febrero,2020-02-01
1143,TARRAGONA,13.55,0.02,7.43,7.29,19.79,2020,febrero,2020-febrero,2020-02-01
1144,TERUEL,10.03,0.0,8.05,2.63,17.45,2020,febrero,2020-febrero,2020-02-01
1145,TOLEDO,10.36,0.06,6.45,4.22,16.5,2020,febrero,2020-febrero,2020-02-01
1146,VALENCIA,14.02,0.05,8.07,7.57,20.46,2020,febrero,2020-febrero,2020-02-01
1147,VALLADOLID,8.77,0.13,5.89,2.82,14.71,2020,febrero,2020-febrero,2020-02-01
1148,ZAMORA,9.07,0.2,5.97,3.01,15.13,2020,febrero,2020-febrero,2020-02-01
1149,ZARAGOZA,10.49,0.03,7.17,3.98,17.0,2020,febrero,2020-febrero,2020-02-01
1150,A CORUÑA,11.46,4.15,5.73,8.05,14.87,2020,marzo,2020-marzo,2020-03-01
1151,ALBACETE,10.23,4.28,5.52,5.06,15.39,2020,marzo,2020-marzo,2020-03-01
1152,ALICANTE,14.15,3.39,6.23,9.2,19.1,2020,marzo,2020-marzo,2020-03-01
1153,ALMERIA,14.94,0.8,6.46,10.62,19.26,2020,marzo,2020-marzo,2020-03-01
1154,ARABA/ALAVA,8.32,2.58,5.69,1.97,14.66,2020,marzo,2020-marzo,2020-03-01
1155,ASTURIAS,10.12,3.5,4.95,6.4,13.83,2020,marzo,2020-marzo,2020-03-01
1156,AVILA,9.47,1.17,5.68,4.15,14.78,2020,marzo,2020-marzo,2020-03-01
1157,BADAJOZ,13.04,2.2,6.83,7.24,18.84,2020,marzo,2020-marzo,2020-03-01
1158,BARCELONA,11.95,1.66,5.66,7.51,16.39,2020,marzo,2020-marzo,2020-03-01
1159,BIZKAIA,11.01,4.24,3.54,7.22,14.8,2020,marzo,2020-marzo,2020-03-01
1160,BURGOS,7.82,1.94,5.57,1.94,13.7,2020,marzo,2020-marzo,2020-03-01
1161,CACERES,12.59,2.6,7.13,7.29,17.88,2020,marzo,2020-marzo,2020-03-01
1162,CADIZ,14.52,4.09,6.93,10.27,18.77,2020,marzo,2020-marzo,2020-03-01
1163,CANTABRIA,9.98,2.99,4.87,5.68,14.28,2020,marzo,2020-marzo,2020-03-01
1164,CASTELLON,10.24,6.39,5.24,5.81,14.67,2020,marzo,2020-marzo,2020-03-01
1165,CIUDAD REAL,10.7,1.91,6.24,4.54,16.86,2020,marzo,2020-marzo,2020-03-01
1166,CORDOBA,12.87,1.99,9.48,7.14,18.61,2020,marzo,2020-marzo,2020-03-01
1167,CUENCA,9.8,2.88,5.27,4.0,15.61,2020,marzo,2020-marzo,2020-03-01
1168,GIPUZKOA,10.66,5.61,3.72,6.5,14.81,2020,marzo,2020-marzo,2020-03-01
1169,GIRONA,8.51,2.51,5.38,3.03,14.0,2020,marzo,2020-marzo,2020-03-01
1170,GRANADA,11.91,1.17,6.22,5.24,18.58,2020,marzo,2020-marzo,2020-03-01
1171,GUADALAJARA,8.54,3.42,5.15,2.51,14.56,2020,marzo,2020-marzo,2020-03-01
1172,HUELVA,14.48,2.48,7.69,9.3,19.66,2020,marzo,2020-marzo,2020-03-01
1173,HUESCA,8.54,3.89,5.06,3.18,13.89,2020,marzo,2020-marzo,2020-03-01
1174,ILLES BALEARS,12.97,1.21,6.07,8.96,16.98,2020,marzo,2020-marzo,2020-03-01
1175,JAEN,13.27,2.47,6.59,7.62,18.9,2020,marzo,2020-marzo,2020-03-01
1176,LA RIOJA,10.15,3.3,6.31,4.56,15.74,2020,marzo,2020-marzo,2020-03-01
1177,LAS PALMAS,19.08,0.51,7.69,15.82,22.33,2020,marzo,2020-marzo,2020-03-01
1178,LEON,8.03,1.39,7.17,2.1,13.97,2020,marzo,2020-marzo,2020-03-01
1179,LLEIDA,9.33,2.79,6.56,3.35,15.33,2020,marzo,2020-marzo,2020-03-01
1180,LUGO,9.82,5.13,5.49,4.28,15.35,2020,marzo,2020-marzo,2020-03-01
1181,MADRID,9.0,2.66,5.35,4.03,13.97,2020,marzo,2020-marzo,2020-03-01
1182,MALAGA,15.41,4.87,6.12,11.22,19.59,2020,marzo,2020-marzo,2020-03-01
1183,MURCIA,14.3,3.56,5.92,9.21,19.37,2020,marzo,2020-marzo,2020-03-01
1184,NAVARRA,9.52,3.84,4.86,3.98,15.05,2020,marzo,2020-marzo,2020-03-01
1185,OURENSE,10.13,3.46,5.66,3.87,16.4,2020,marzo,2020-marzo,2020-03-01
1186,PALENCIA,7.75,1.23,7.11,1.42,14.07,2020,marzo,2020-marzo,2020-03-01
1187,PONTEVEDRA,11.97,4.3,7.24,7.46,16.47,2020,marzo,2020-marzo,2020-03-01
1188,SALAMANCA,8.15,2.3,5.74,2.46,13.83,2020,marzo,2020-marzo,2020-03-01
1189,SEGOVIA,6.87,3.22,5.03,2.31,11.44,2020,marzo,2020-marzo,2020-03-01
1190,SEVILLA,13.94,1.88,7.09,7.9,19.99,2020,marzo,2020-marzo,2020-03-01
1191,SORIA,7.84,3.4,6.16,2.26,13.4,2020,marzo,2020-marzo,2020-03-01
1192,STA. CRUZ DE TENERIFE,17.36,0.95,7.49,14.1,20.62,2020,marzo,2020-marzo,2020-03-01
1193,TARRAGONA,13.26,1.92,6.03,8.28,18.25,2020,marzo,2020-marzo,2020-03-01
1194,TERUEL,9.66,2.23,5.77,3.8,15.53,2020,marzo,2020-marzo,2020-03-01
1195,TOLEDO,10.91,2.24,6.87,5.16,16.65,2020,marzo,2020-marzo,2020-03-01
1196,VALENCIA,13.89,2.95,4.89,9.37,18.4,2020,marzo,2020-marzo,2020-03-01
1197,VALLADOLID,9.09,1.37,6.63,3.17,15.02,2020,marzo,2020-marzo,2020-03-01
1198,ZAMORA,9.59,1.49,6.74,3.34,15.84,2020,marzo,2020-marzo,2020-03-01
1199,ZARAGOZA,10.29,2.77,6.06,4.9,15.69,2020,marzo,2020-marzo,2020-03-01
1200,A CORUÑA,13.41,4.37,3.89,10.1,16.7,2020,abril,2020-abril,2020-04-01
1201,ALBACETE,13.05,1.82,6.31,7.94,18.17,2020,abril,2020-abril,2020-04-01
1202,ALICANTE,15.71,1.65,7.55,10.86,20.57,2020,abril,2020-abril,2020-04-01
1203,ALMERIA,16.11,0.74,,12.15,20.08,2020,abril,2020-abril,2020-04-01
1204,ARABA/ALAVA,12.74,2.33,5.29,7.35,18.12,2020,abril,2020-abril,2020-04-01
1205,ASTURIAS,13.04,2.69,3.39,9.87,16.2,2020,abril,2020-abril,2020-04-01
1206,AVILA,10.55,3.12,5.36,6.32,14.79,2020,abril,2020-abril,2020-04-01
1207,BADAJOZ,15.12,2.47,5.69,10.16,20.09,2020,abril,2020-abril,2020-04-01
1208,BARCELONA,14.5,6.99,6.89,10.44,18.56,2020,abril,2020-abril,2020-04-01
1209,BIZKAIA,15.0,1.7,3.5,11.32,18.69,2020,abril,2020-abril,2020-04-01
1210,BURGOS,11.66,2.95,3.95,6.69,16.62,2020,abril,2020-abril,2020-04-01
1211,CACERES,14.78,3.27,6.5,9.95,19.62,2020,abril,2020-abril,2020-04-01
1212,CADIZ,16.06,2.74,7.1,12.32,19.8,2020,abril,2020-abril,2020-04-01
1213,CANTABRIA,13.61,3.34,4.92,10.13,17.1,2020,abril,2020-abril,2020-04-01
1214,CASTELLON,12.58,3.46,5.92,8.28,16.89,2020,abril,2020-abril,2020-04-01
1215,CIUDAD REAL,13.43,1.83,5.45,8.18,18.69,2020,abril,2020-abril,2020-04-01
