Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total,ID_pernoctaciones,Población,Latitud,Longitud,ID_latitud_longitud
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2023-03-01 00:00:00,82364,141,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2023-02-01 00:00:00,63986,142,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2023-01-01 00:00:00,49643,143,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2023-09-01 00:00:00,77880,144,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2023-08-01 00:00:00,91518,145,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2023-07-01 00:00:00,74515,146,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2023-06-01 00:00:00,69776,147,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2023-05-01 00:00:00,74084,148,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2023-04-01 00:00:00,100168,149,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2023-03-01 00:00:00,73374,150,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2023-02-01 00:00:00,57167,151,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2023-01-01 00:00:00,44207,152,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2023-09-01 00:00:00,12997,153,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2023-08-01 00:00:00,10364,154,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2023-07-01 00:00:00,9149,155,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2023-06-01 00:00:00,9180,156,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2023-05-01 00:00:00,14551,157,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2023-04-01 00:00:00,11642,158,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2023-03-01 00:00:00,8990,159,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2023-02-01 00:00:00,6819,160,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2023-01-01 00:00:00,5436,161,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2022-12-01 00:00:00,66303,1530,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2022-11-01 00:00:00,74915,1531,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2022-10-01 00:00:00,99247,1532,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2022-09-01 00:00:00,95077,1533,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2022-08-01 00:00:00,109121,1534,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2022-07-01 00:00:00,86523,1535,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2022-06-01 00:00:00,83815,1536,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2022-05-01 00:00:00,95112,1537,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2022-04-01 00:00:00,105827,1538,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2022-03-01 00:00:00,69813,1539,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2022-02-01 00:00:00,63427,1540,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2022-01-01 00:00:00,38899,1541,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2022-12-01 00:00:00,59888,1542,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2022-11-01 00:00:00,66841,1543,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2022-10-01 00:00:00,87596,1544,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2022-09-01 00:00:00,82665,1545,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2022-08-01 00:00:00,99091,1546,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2022-07-01 00:00:00,78213,1547,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2022-06-01 00:00:00,72863,1548,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2022-05-01 00:00:00,82759,1549,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2022-04-01 00:00:00,97143,1550,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2022-03-01 00:00:00,62847,1551,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2022-02-01 00:00:00,58378,1552,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2022-01-01 00:00:00,35609,1553,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2022-12-01 00:00:00,6415,1554,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2022-11-01 00:00:00,8074,1555,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2022-10-01 00:00:00,11650,1556,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2022-09-01 00:00:00,12411,1557,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2022-08-01 00:00:00,10030,1558,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2022-07-01 00:00:00,8310,1559,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2022-06-01 00:00:00,10952,1560,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2022-05-01 00:00:00,12353,1561,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2022-04-01 00:00:00,8684,1562,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2022-03-01 00:00:00,6966,1563,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2022-02-01 00:00:00,5050,1564,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2022-01-01 00:00:00,3289,1565,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2021-12-01 00:00:00,63251,3330,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2021-11-01 00:00:00,76597,3331,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2021-10-01 00:00:00,102783,3332,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2021-09-01 00:00:00,91746,3333,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2021-08-01 00:00:00,108467,3334,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2021-07-01 00:00:00,73595,3335,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2021-06-01 00:00:00,56729,3336,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2021-05-01 00:00:00,47633,3337,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2021-04-01 00:00:00,23026,3338,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2021-03-01 00:00:00,23438,3339,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2021-02-01 00:00:00,17373,3340,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2021-01-01 00:00:00,15934,3341,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2021-12-01 00:00:00,59105,3342,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2021-11-01 00:00:00,71287,3343,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2021-10-01 00:00:00,93562,3344,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2021-09-01 00:00:00,83732,3345,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2021-08-01 00:00:00,101983,3346,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2021-07-01 00:00:00,70064,3347,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2021-06-01 00:00:00,54018,3348,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2021-05-01 00:00:00,44153,3349,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2021-04-01 00:00:00,21998,3350,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2021-03-01 00:00:00,22292,3351,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2021-02-01 00:00:00,16664,3352,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2021-01-01 00:00:00,14754,3353,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2021-12-01 00:00:00,4146,3354,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2021-11-01 00:00:00,5310,3355,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2021-10-01 00:00:00,9221,3356,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2021-09-01 00:00:00,8015,3357,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2021-08-01 00:00:00,6484,3358,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2021-07-01 00:00:00,3531,3359,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2021-06-01 00:00:00,2710,3360,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2021-05-01 00:00:00,3479,3361,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2021-04-01 00:00:00,1028,3362,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2021-03-01 00:00:00,1147,3363,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2021-02-01 00:00:00,708,3364,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2021-01-01 00:00:00,1181,3365,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2020-12-01 00:00:00,16499,5130,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2020-11-01 00:00:00,18330,5131,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2020-10-01 00:00:00,50573,5132,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2020-09-01 00:00:00,58124,5133,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2020-08-01 00:00:00,81562,5134,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2020-07-01 00:00:00,52404,5135,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2020-06-01 00:00:00,12067,5136,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2020-05-01 00:00:00,2891,5137,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2020-04-01 00:00:00,0,5138,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2020-03-01 00:00:00,27752,5139,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2020-02-01 00:00:00,63809,5140,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2020-01-01 00:00:00,45563,5141,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2020-12-01 00:00:00,15351,5142,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2020-11-01 00:00:00,17637,5143,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2020-10-01 00:00:00,48702,5144,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2020-09-01 00:00:00,55899,5145,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2020-08-01 00:00:00,78376,5146,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2020-07-01 00:00:00,49245,5147,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2020-06-01 00:00:00,11425,5148,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2020-05-01 00:00:00,2787,5149,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2020-04-01 00:00:00,0,5150,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2020-03-01 00:00:00,25217,5151,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2020-02-01 00:00:00,57254,5152,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2020-01-01 00:00:00,40318,5153,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2020-12-01 00:00:00,1149,5154,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2020-11-01 00:00:00,693,5155,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2020-10-01 00:00:00,1872,5156,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2020-09-01 00:00:00,2225,5157,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2020-08-01 00:00:00,3186,5158,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2020-07-01 00:00:00,3159,5159,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2020-06-01 00:00:00,642,5160,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2020-05-01 00:00:00,104,5161,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2020-04-01 00:00:00,0,5162,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2020-03-01 00:00:00,2536,5163,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2020-02-01 00:00:00,6556,5164,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2020-01-01 00:00:00,5245,5165,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2019-12-01 00:00:00,68429,6930,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2019-11-01 00:00:00,71385,6931,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2019-10-01 00:00:00,88109,6932,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2019-09-01 00:00:00,86136,6933,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2019-08-01 00:00:00,103291,6934,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2019-07-01 00:00:00,88134,6935,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2019-06-01 00:00:00,83238,6936,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2019-05-01 00:00:00,92245,6937,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2019-04-01 00:00:00,90385,6938,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2019-03-01 00:00:00,74559,6939,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2019-02-01 00:00:00,52695,6940,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2019-01-01 00:00:00,41447,6941,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2019-12-01 00:00:00,62710,6942,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2019-11-01 00:00:00,65271,6943,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2019-10-01 00:00:00,75755,6944,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2019-09-01 00:00:00,70360,6945,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2019-08-01 00:00:00,91444,6946,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2019-07-01 00:00:00,77163,6947,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2019-06-01 00:00:00,73739,6948,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2019-05-01 00:00:00,76676,6949,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2019-04-01 00:00:00,79259,6950,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2019-03-01 00:00:00,67545,6951,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2019-02-01 00:00:00,48045,6952,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2019-01-01 00:00:00,37010,6953,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2019-12-01 00:00:00,5720,6954,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2019-11-01 00:00:00,6114,6955,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2019-10-01 00:00:00,12354,6956,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2019-09-01 00:00:00,15776,6957,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2019-08-01 00:00:00,11846,6958,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2019-07-01 00:00:00,10971,6959,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2019-06-01 00:00:00,9499,6960,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2019-05-01 00:00:00,15569,6961,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2019-04-01 00:00:00,11126,6962,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2019-03-01 00:00:00,7015,6963,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2019-02-01 00:00:00,4651,6964,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2019-01-01 00:00:00,4437,6965,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2018-12-01 00:00:00,66436,8730,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2018-11-01 00:00:00,76934,8731,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2018-10-01 00:00:00,91076,8732,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2018-09-01 00:00:00,89504,8733,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2018-08-01 00:00:00,105323,8734,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2018-07-01 00:00:00,88512,8735,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2018-06-01 00:00:00,87578,8736,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2018-05-01 00:00:00,93848,8737,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2018-04-01 00:00:00,91983,8738,116790,37.7651913,-3.7903594,20
