Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total,ID_viajeros,Población,Latitud,Longitud,ID_latitud_longitud
Total Nacional,Andalucia,Almeria,Viajero,General,2017-06-01 00:00:00,175445,10356,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2017-05-01 00:00:00,117006,10357,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2017-04-01 00:00:00,114662,10358,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2017-03-01 00:00:00,77091,10359,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2017-02-01 00:00:00,59417,10360,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2017-01-01 00:00:00,41313,10361,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2017-12-01 00:00:00,41633,10362,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2017-11-01 00:00:00,41868,10363,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2017-10-01 00:00:00,68280,10364,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2017-09-01 00:00:00,121511,10365,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2017-08-01 00:00:00,168169,10366,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2017-07-01 00:00:00,164826,10367,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2017-06-01 00:00:00,132588,10368,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2017-05-01 00:00:00,79442,10369,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2017-04-01 00:00:00,91134,10370,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2017-03-01 00:00:00,62897,10371,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2017-02-01 00:00:00,48152,10372,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2017-01-01 00:00:00,31323,10373,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2017-12-01 00:00:00,10924,10374,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2017-11-01 00:00:00,14057,10375,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2017-10-01 00:00:00,34866,10376,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2017-09-01 00:00:00,54057,10377,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2017-08-01 00:00:00,51294,10378,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2017-07-01 00:00:00,50804,10379,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2017-06-01 00:00:00,42857,10380,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2017-05-01 00:00:00,37564,10381,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2017-04-01 00:00:00,23528,10382,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2017-03-01 00:00:00,14194,10383,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2017-02-01 00:00:00,11265,10384,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2017-01-01 00:00:00,9990,10385,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2016-12-01 00:00:00,43192,12150,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2016-11-01 00:00:00,54177,12151,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2016-10-01 00:00:00,95959,12152,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2016-09-01 00:00:00,173007,12153,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2016-08-01 00:00:00,221253,12154,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2016-07-01 00:00:00,217402,12155,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2016-06-01 00:00:00,168066,12156,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2016-05-01 00:00:00,117497,12157,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2016-04-01 00:00:00,90567,12158,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2016-03-01 00:00:00,88164,12159,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2016-02-01 00:00:00,64604,12160,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2016-01-01 00:00:00,41719,12161,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2016-12-01 00:00:00,34460,12162,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2016-11-01 00:00:00,41600,12163,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2016-10-01 00:00:00,65233,12164,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2016-09-01 00:00:00,127113,12165,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2016-08-01 00:00:00,175187,12166,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2016-07-01 00:00:00,170119,12167,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2016-06-01 00:00:00,131181,12168,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2016-05-01 00:00:00,84632,12169,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2016-04-01 00:00:00,71285,12170,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2016-03-01 00:00:00,73751,12171,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2016-02-01 00:00:00,54016,12172,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2016-01-01 00:00:00,33104,12173,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2016-12-01 00:00:00,8732,12174,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2016-11-01 00:00:00,12577,12175,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2016-10-01 00:00:00,30726,12176,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2016-09-01 00:00:00,45894,12177,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2016-08-01 00:00:00,46067,12178,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2016-07-01 00:00:00,47283,12179,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2016-06-01 00:00:00,36885,12180,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2016-05-01 00:00:00,32865,12181,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2016-04-01 00:00:00,19282,12182,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2016-03-01 00:00:00,14413,12183,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2016-02-01 00:00:00,10588,12184,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2016-01-01 00:00:00,8616,12185,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2015-12-01 00:00:00,47151,13950,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2015-11-01 00:00:00,46122,13951,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2015-10-01 00:00:00,80584,13952,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2015-09-01 00:00:00,156107,13953,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2015-08-01 00:00:00,224334,13954,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2015-07-01 00:00:00,201085,13955,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2015-06-01 00:00:00,161312,13956,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2015-05-01 00:00:00,96315,13957,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2015-04-01 00:00:00,84834,13958,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2015-03-01 00:00:00,70307,13959,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2015-02-01 00:00:00,53210,13960,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2015-01-01 00:00:00,33562,13961,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2015-12-01 00:00:00,39770,13962,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2015-11-01 00:00:00,35854,13963,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2015-10-01 00:00:00,59470,13964,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2015-09-01 00:00:00,120407,13965,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2015-08-01 00:00:00,190975,13966,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2015-07-01 00:00:00,164867,13967,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2015-06-01 00:00:00,133175,13968,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2015-05-01 00:00:00,73750,13969,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2015-04-01 00:00:00,69065,13970,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2015-03-01 00:00:00,58736,13971,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2015-02-01 00:00:00,44767,13972,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2015-01-01 00:00:00,25886,13973,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2015-12-01 00:00:00,7381,13974,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2015-11-01 00:00:00,10267,13975,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2015-10-01 00:00:00,21115,13976,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2015-09-01 00:00:00,35699,13977,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2015-08-01 00:00:00,33360,13978,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2015-07-01 00:00:00,36218,13979,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2015-06-01 00:00:00,28137,13980,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2015-05-01 00:00:00,22565,13981,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2015-04-01 00:00:00,15769,13982,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2015-03-01 00:00:00,11571,13983,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2015-02-01 00:00:00,8443,13984,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2015-01-01 00:00:00,7676,13985,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2014-12-01 00:00:00,44841,15750,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2014-11-01 00:00:00,46692,15751,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2014-10-01 00:00:00,77899,15752,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2014-09-01 00:00:00,143906,15753,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2014-08-01 00:00:00,207955,15754,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2014-07-01 00:00:00,173883,15755,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2014-06-01 00:00:00,142759,15756,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2014-05-01 00:00:00,85376,15757,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2014-04-01 00:00:00,85914,15758,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2014-03-01 00:00:00,62701,15759,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2014-02-01 00:00:00,50333,15760,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,General,2014-01-01 00:00:00,33330,15761,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2014-12-01 00:00:00,36675,15762,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2014-11-01 00:00:00,37711,15763,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2014-10-01 00:00:00,56231,15764,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2014-09-01 00:00:00,110947,15765,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2014-08-01 00:00:00,173805,15766,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2014-07-01 00:00:00,142697,15767,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2014-06-01 00:00:00,115514,15768,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2014-05-01 00:00:00,64228,15769,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2014-04-01 00:00:00,69096,15770,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2014-03-01 00:00:00,52678,15771,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2014-02-01 00:00:00,42494,15772,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Espana,2014-01-01 00:00:00,26391,15773,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2014-12-01 00:00:00,8166,15774,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2014-11-01 00:00:00,8981,15775,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2014-10-01 00:00:00,21669,15776,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2014-09-01 00:00:00,32959,15777,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2014-08-01 00:00:00,34150,15778,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2014-07-01 00:00:00,31185,15779,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2014-06-01 00:00:00,27245,15780,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2014-05-01 00:00:00,21148,15781,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2014-04-01 00:00:00,16817,15782,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2014-03-01 00:00:00,10023,15783,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2014-02-01 00:00:00,7839,15784,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2014-01-01 00:00:00,6939,15785,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Cadiz,Viajero,General,2023-09-01 00:00:00,311445,27,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,General,2023-08-01 00:00:00,399049,28,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,General,2023-07-01 00:00:00,387829,29,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,General,2023-06-01 00:00:00,325608,30,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,General,2023-05-01 00:00:00,282221,31,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,General,2023-04-01 00:00:00,292272,32,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,General,2023-03-01 00:00:00,156962,33,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,General,2023-02-01 00:00:00,130390,34,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,General,2023-01-01 00:00:00,90512,35,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2023-09-01 00:00:00,200986,36,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2023-08-01 00:00:00,302520,37,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2023-07-01 00:00:00,296432,38,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2023-06-01 00:00:00,233778,39,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2023-05-01 00:00:00,180368,40,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2023-04-01 00:00:00,192565,41,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2023-03-01 00:00:00,103030,42,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2023-02-01 00:00:00,91883,43,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2023-01-01 00:00:00,63977,44,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2023-09-01 00:00:00,110459,45,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2023-08-01 00:00:00,96529,46,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2023-07-01 00:00:00,91397,47,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2023-06-01 00:00:00,91830,48,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2023-05-01 00:00:00,101853,49,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2023-04-01 00:00:00,99707,50,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2023-03-01 00:00:00,53932,51,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2023-02-01 00:00:00,38507,52,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2023-01-01 00:00:00,26536,53,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,General,2022-12-01 00:00:00,107834,1386,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,General,2022-11-01 00:00:00,123488,1387,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,General,2022-10-01 00:00:00,233672,1388,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,General,2022-09-01 00:00:00,316371,1389,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,General,2022-08-01 00:00:00,375881,1390,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,General,2022-07-01 00:00:00,380127,1391,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,General,2022-06-01 00:00:00,326726,1392,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,General,2022-05-01 00:00:00,286803,1393,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,General,2022-04-01 00:00:00,240758,1394,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,General,2022-03-01 00:00:00,125866,1395,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,General,2022-02-01 00:00:00,107541,1396,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,General,2022-01-01 00:00:00,66711,1397,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2022-12-01 00:00:00,81711,1398,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2022-11-01 00:00:00,87654,1399,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2022-10-01 00:00:00,139809,1400,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2022-09-01 00:00:00,210507,1401,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2022-08-01 00:00:00,287126,1402,125826,36.52171152,-6.28414575,10
