Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2023-06-01,129790
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2023-05-01,110849
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2023-04-01,115670
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2023-03-01,77931
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2023-02-01,60463
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2023-01-01,63308
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2023-09-01,383651
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2023-08-01,410237
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2023-07-01,412866
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2023-06-01,374551
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2023-05-01,368460
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2023-04-01,418926
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2023-03-01,447729
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2023-02-01,425738
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2023-01-01,403992
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2023-09-01,360098
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2023-08-01,389254
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2023-07-01,398631
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2023-06-01,357649
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2023-05-01,346249
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2023-04-01,379648
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2023-03-01,368404
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2023-02-01,338029
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2023-01-01,337894
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2023-09-01,107221
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2023-08-01,131419
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2023-07-01,132032
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2023-06-01,110394
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2023-05-01,97891
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2023-04-01,108671
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2023-03-01,78000
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2023-02-01,64679
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2023-01-01,65460
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2023-09-01,252877
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2023-08-01,257834
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2023-07-01,266599
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2023-06-01,247255
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2023-05-01,248359
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2023-04-01,270977
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2023-03-01,290404
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2023-02-01,273350
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2023-01-01,272434
Total Nacional,Cantabria,Cantabria,Viajero,General,2023-09-01,150367
Total Nacional,Cantabria,Cantabria,Viajero,General,2023-08-01,215073
Total Nacional,Cantabria,Cantabria,Viajero,General,2023-07-01,196978
Total Nacional,Cantabria,Cantabria,Viajero,General,2023-06-01,150882
Total Nacional,Cantabria,Cantabria,Viajero,General,2023-05-01,116389
Total Nacional,Cantabria,Cantabria,Viajero,General,2023-04-01,128861
Total Nacional,Cantabria,Cantabria,Viajero,General,2023-03-01,72903
Total Nacional,Cantabria,Cantabria,Viajero,General,2023-02-01,56000
Total Nacional,Cantabria,Cantabria,Viajero,General,2023-01-01,41591
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2023-09-01,104286
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2023-08-01,172708
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2023-07-01,156398
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2023-06-01,110196
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2023-05-01,78991
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2023-04-01,104755
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2023-03-01,59412
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2023-02-01,46647
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2023-01-01,34049
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2023-09-01,46081
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2023-08-01,42365
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2023-07-01,40580
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2023-06-01,40686
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2023-05-01,37398
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2023-04-01,24106
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2023-03-01,13490
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2023-02-01,9353
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2023-01-01,7542
Total Nacional,Castilla y leon,Avila,Viajero,General,2023-09-01,38515
Total Nacional,Castilla y leon,Avila,Viajero,General,2023-08-01,48617
Total Nacional,Castilla y leon,Avila,Viajero,General,2023-07-01,33239
Total Nacional,Castilla y leon,Avila,Viajero,General,2023-06-01,31374
Total Nacional,Castilla y leon,Avila,Viajero,General,2023-05-01,32544
Total Nacional,Castilla y leon,Avila,Viajero,General,2023-04-01,38924
Total Nacional,Castilla y leon,Avila,Viajero,General,2023-03-01,28917
Total Nacional,Castilla y leon,Avila,Viajero,General,2023-02-01,25581
Total Nacional,Castilla y leon,Avila,Viajero,General,2023-01-01,17584
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2023-09-01,32379
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2023-08-01,43402
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2023-07-01,27285
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2023-06-01,26956
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2023-05-01,26587
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2023-04-01,34569
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2023-03-01,26225
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2023-02-01,23545
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2023-01-01,15503
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2023-09-01,6136
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2023-08-01,5215
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2023-07-01,5954
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2023-06-01,4419
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2023-05-01,5957
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2023-04-01,4355
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2023-03-01,2692
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2023-02-01,2036
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2023-01-01,2081
Total Nacional,Castilla y leon,Burgos,Viajero,General,2023-09-01,96124
Total Nacional,Castilla y leon,Burgos,Viajero,General,2023-08-01,117414
Total Nacional,Castilla y leon,Burgos,Viajero,General,2023-07-01,98302
Total Nacional,Castilla y leon,Burgos,Viajero,General,2023-06-01,79438
Total Nacional,Castilla y leon,Burgos,Viajero,General,2023-05-01,85677
Total Nacional,Castilla y leon,Burgos,Viajero,General,2023-04-01,87592
Total Nacional,Castilla y leon,Burgos,Viajero,General,2023-03-01,61968
Total Nacional,Castilla y leon,Burgos,Viajero,General,2023-02-01,46259
Total Nacional,Castilla y leon,Burgos,Viajero,General,2023-01-01,41289
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2023-09-01,52246
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2023-08-01,71599
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2023-07-01,57949
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2023-06-01,49621
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2023-05-01,48480
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2023-04-01,61201
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2023-03-01,48674
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2023-02-01,35603
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2023-01-01,30862
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2023-09-01,43878
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2023-08-01,45815
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2023-07-01,40353
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2023-06-01,29817
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2023-05-01,37197
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2023-04-01,26391
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2023-03-01,13294
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2023-02-01,10656
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2023-01-01,10427
Total Nacional,Castilla y leon,Leon,Viajero,General,2023-09-01,101218
Total Nacional,Castilla y leon,Leon,Viajero,General,2023-08-01,120348
Total Nacional,Castilla y leon,Leon,Viajero,General,2023-07-01,89973
Total Nacional,Castilla y leon,Leon,Viajero,General,2023-06-01,85338
Total Nacional,Castilla y leon,Leon,Viajero,General,2023-05-01,94115
Total Nacional,Castilla y leon,Leon,Viajero,General,2023-04-01,82723
Total Nacional,Castilla y leon,Leon,Viajero,General,2023-03-01,55014
Total Nacional,Castilla y leon,Leon,Viajero,General,2023-02-01,40823
Total Nacional,Castilla y leon,Leon,Viajero,General,2023-01-01,29753
Total Nacional,Castilla y leon,Leon,Viajero,Espana,2023-09-01,63326
Total Nacional,Castilla y leon,Leon,Viajero,Espana,2023-08-01,97565
Total Nacional,Castilla y leon,Leon,Viajero,Espana,2023-07-01,72722
Total Nacional,Castilla y leon,Leon,Viajero,Espana,2023-06-01,60055
Total Nacional,Castilla y leon,Leon,Viajero,Espana,2023-05-01,60717
Total Nacional,Castilla y leon,Leon,Viajero,Espana,2023-04-01,64764
Total Nacional,Castilla y leon,Leon,Viajero,Espana,2023-03-01,48806
Total Nacional,Castilla y leon,Leon,Viajero,Espana,2023-02-01,37037
Total Nacional,Castilla y leon,Leon,Viajero,Espana,2023-01-01,26519
Total Nacional,Castilla y leon,Leon,Viajero,Extranjero,2023-09-01,37892
Total Nacional,Castilla y leon,Leon,Viajero,Extranjero,2023-08-01,22783
Total Nacional,Castilla y leon,Leon,Viajero,Extranjero,2023-07-01,17251
Total Nacional,Castilla y leon,Leon,Viajero,Extranjero,2023-06-01,25283
Total Nacional,Castilla y leon,Leon,Viajero,Extranjero,2023-05-01,33397
Total Nacional,Castilla y leon,Leon,Viajero,Extranjero,2023-04-01,17959
Total Nacional,Castilla y leon,Leon,Viajero,Extranjero,2023-03-01,6208
Total Nacional,Castilla y leon,Leon,Viajero,Extranjero,2023-02-01,3786
Total Nacional,Castilla y leon,Leon,Viajero,Extranjero,2023-01-01,3235
Total Nacional,Castilla y leon,Palencia,Viajero,General,2023-09-01,25084
Total Nacional,Castilla y leon,Palencia,Viajero,General,2023-08-01,33326
Total Nacional,Castilla y leon,Palencia,Viajero,General,2023-07-01,26017
Total Nacional,Castilla y leon,Palencia,Viajero,General,2023-06-01,20217
Total Nacional,Castilla y leon,Palencia,Viajero,General,2023-05-01,21419
Total Nacional,Castilla y leon,Palencia,Viajero,General,2023-04-01,19710
Total Nacional,Castilla y leon,Palencia,Viajero,General,2023-03-01,14198
Total Nacional,Castilla y leon,Palencia,Viajero,General,2023-02-01,9320
Total Nacional,Castilla y leon,Palencia,Viajero,General,2023-01-01,8233
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2023-09-01,18177
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2023-08-01,23978
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2023-07-01,19374
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2023-06-01,16436
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2023-05-01,13683
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2023-04-01,15511
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2023-03-01,12617
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2023-02-01,7852
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2023-01-01,6739
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2023-09-01,6907
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2023-08-01,9349
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2023-07-01,6643
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2023-06-01,3781
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2023-05-01,7736
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2023-04-01,4199
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2023-03-01,1581
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2023-02-01,1468
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2023-01-01,1495
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-09-01,104504
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-08-01,132250
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-07-01,100469
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-06-01,79582
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-05-01,83363
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-04-01,98577
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-03-01,69889
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-02-01,57832
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-01-01,45745
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-09-01,71601
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-08-01,84188
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-07-01,61908
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-06-01,53500
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-05-01,52483
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-04-01,71625
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-03-01,53239
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-02-01,41949
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-01-01,33459
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-09-01,32903
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-08-01,48062
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-07-01,38561
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-06-01,26081
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-05-01,30880
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-04-01,26952
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-03-01,16650
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-02-01,15882
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-01-01,12286
Total Nacional,Castilla y leon,Segovia,Viajero,General,2023-09-01,49975
Total Nacional,Castilla y leon,Segovia,Viajero,General,2023-08-01,60921
Total Nacional,Castilla y leon,Segovia,Viajero,General,2023-07-01,54250
Total Nacional,Castilla y leon,Segovia,Viajero,General,2023-06-01,44417
Total Nacional,Castilla y leon,Segovia,Viajero,General,2023-05-01,38185
Total Nacional,Castilla y leon,Segovia,Viajero,General,2023-04-01,50329
Total Nacional,Castilla y leon,Segovia,Viajero,General,2023-03-01,34664
Total Nacional,Castilla y leon,Segovia,Viajero,General,2023-02-01,28577
Total Nacional,Castilla y leon,Segovia,Viajero,General,2023-01-01,25148
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2023-09-01,37673
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2023-08-01,50606
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2023-07-01,43200
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2023-06-01,35345
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2023-05-01,28994
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2023-04-01,41935
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2023-03-01,29489
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2023-02-01,24716
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2023-01-01,21418
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2023-09-01,12302
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2023-08-01,10314
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2023-07-01,11050
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2023-06-01,9071
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2023-05-01,9191
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2023-04-01,8394
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2023-03-01,5175
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2023-02-01,3861
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2023-01-01,3730
Total Nacional,Castilla y leon,Soria,Viajero,General,2023-09-01,24892
Total Nacional,Castilla y leon,Soria,Viajero,General,2023-08-01,29815
Total Nacional,Castilla y leon,Soria,Viajero,General,2023-07-01,28220
Total Nacional,Castilla y leon,Soria,Viajero,General,2023-06-01,21525
Total Nacional,Castilla y leon,Soria,Viajero,General,2023-05-01,20378
Total Nacional,Castilla y leon,Soria,Viajero,General,2023-04-01,26075
Total Nacional,Castilla y leon,Soria,Viajero,General,2023-03-01,18069
Total Nacional,Castilla y leon,Soria,Viajero,General,2023-02-01,14234
Total Nacional,Castilla y leon,Soria,Viajero,General,2023-01-01,9448
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2023-09-01,22214
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2023-08-01,27675
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2023-07-01,26017
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2023-06-01,19714
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2023-05-01,18335
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2023-04-01,24402
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2023-03-01,17120
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2023-02-01,13444
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2023-01-01,8933
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2023-09-01,2678
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2023-08-01,2139
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2023-07-01,2202
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2023-06-01,1811
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2023-05-01,2042
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2023-04-01,1673
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2023-03-01,950
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2023-02-01,790
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2023-01-01,515
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2023-09-01,70624
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2023-08-01,68123
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2023-07-01,63078
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2023-06-01,62361
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2023-05-01,63683
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2023-04-01,64318
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2023-03-01,55117
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2023-02-01,43806
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2023-01-01,44627
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2023-09-01,55367
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2023-08-01,46337
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2023-07-01,45391
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2023-06-01,50864
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2023-05-01,49679
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2023-04-01,52727
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2023-03-01,47892
