Totales_Territoriales,Comunidades_Ciudades_Autonomas,Viajeros_Pernoctaciones,Residencia,Periodo,Total,ID_viajeros,ID_pernoctaciones,ID_total
Total Nacional,Region de murcia,Viajero,General,2015-03-01,83074,12177,12177,12177
Total Nacional,Region de murcia,Viajero,General,2015-02-01,77606,12178,12178,12178
Total Nacional,Region de murcia,Viajero,General,2015-01-01,59578,12179,12179,12179
Total Nacional,Region de murcia,Viajero,Espana,2015-12-01,58117,12180,12180,12180
Total Nacional,Region de murcia,Viajero,Espana,2015-11-01,57474,12181,12181,12181
Total Nacional,Region de murcia,Viajero,Espana,2015-10-01,73351,12182,12182,12182
Total Nacional,Region de murcia,Viajero,Espana,2015-09-01,82383,12183,12183,12183
Total Nacional,Region de murcia,Viajero,Espana,2015-08-01,96382,12184,12184,12184
Total Nacional,Region de murcia,Viajero,Espana,2015-07-01,91266,12185,12185,12185
Total Nacional,Region de murcia,Viajero,Espana,2015-06-01,80444,12186,12186,12186
Total Nacional,Region de murcia,Viajero,Espana,2015-05-01,74733,12187,12187,12187
Total Nacional,Region de murcia,Viajero,Espana,2015-04-01,79415,12188,12188,12188
Total Nacional,Region de murcia,Viajero,Espana,2015-03-01,67335,12189,12189,12189
Total Nacional,Region de murcia,Viajero,Espana,2015-02-01,63942,12190,12190,12190
Total Nacional,Region de murcia,Viajero,Espana,2015-01-01,47924,12191,12191,12191
Total Nacional,Region de murcia,Viajero,Extranjero,2015-12-01,9833,12192,12192,12192
Total Nacional,Region de murcia,Viajero,Extranjero,2015-11-01,12852,12193,12193,12193
Total Nacional,Region de murcia,Viajero,Extranjero,2015-10-01,24744,12194,12194,12194
Total Nacional,Region de murcia,Viajero,Extranjero,2015-09-01,23739,12195,12195,12195
Total Nacional,Region de murcia,Viajero,Extranjero,2015-08-01,26104,12196,12196,12196
Total Nacional,Region de murcia,Viajero,Extranjero,2015-07-01,22357,12197,12197,12197
Total Nacional,Region de murcia,Viajero,Extranjero,2015-06-01,21190,12198,12198,12198
Total Nacional,Region de murcia,Viajero,Extranjero,2015-05-01,23911,12199,12199,12199
Total Nacional,Region de murcia,Viajero,Extranjero,2015-04-01,21816,12200,12200,12200
Total Nacional,Region de murcia,Viajero,Extranjero,2015-03-01,15739,12201,12201,12201
Total Nacional,Region de murcia,Viajero,Extranjero,2015-02-01,13664,12202,12202,12202
Total Nacional,Region de murcia,Viajero,Extranjero,2015-01-01,11654,12203,12203,12203
Total Nacional,Region de murcia,Pernoctaciones,General,2015-12-01,134882,12204,12204,12204
Total Nacional,Region de murcia,Pernoctaciones,General,2015-11-01,145331,12205,12205,12205
Total Nacional,Region de murcia,Pernoctaciones,General,2015-10-01,232818,12206,12206,12206
Total Nacional,Region de murcia,Pernoctaciones,General,2015-09-01,282807,12207,12207,12207
Total Nacional,Region de murcia,Pernoctaciones,General,2015-08-01,379774,12208,12208,12208
Total Nacional,Region de murcia,Pernoctaciones,General,2015-07-01,321006,12209,12209,12209
Total Nacional,Region de murcia,Pernoctaciones,General,2015-06-01,254899,12210,12210,12210
Total Nacional,Region de murcia,Pernoctaciones,General,2015-05-01,242273,12211,12211,12211
Total Nacional,Region de murcia,Pernoctaciones,General,2015-04-01,258482,12212,12212,12212
Total Nacional,Region de murcia,Pernoctaciones,General,2015-03-01,217408,12213,12213,12213
Total Nacional,Region de murcia,Pernoctaciones,General,2015-02-01,166364,12214,12214,12214
Total Nacional,Region de murcia,Pernoctaciones,General,2015-01-01,117942,12215,12215,12215
Total Nacional,Region de murcia,Pernoctaciones,Espana,2015-12-01,108391,12216,12216,12216
Total Nacional,Region de murcia,Pernoctaciones,Espana,2015-11-01,112515,12217,12217,12217
Total Nacional,Region de murcia,Pernoctaciones,Espana,2015-10-01,154653,12218,12218,12218
Total Nacional,Region de murcia,Pernoctaciones,Espana,2015-09-01,212043,12219,12219,12219
Total Nacional,Region de murcia,Pernoctaciones,Espana,2015-08-01,308501,12220,12220,12220
Total Nacional,Region de murcia,Pernoctaciones,Espana,2015-07-01,257340,12221,12221,12221
Total Nacional,Region de murcia,Pernoctaciones,Espana,2015-06-01,187020,12222,12222,12222
Total Nacional,Region de murcia,Pernoctaciones,Espana,2015-05-01,160771,12223,12223,12223
Total Nacional,Region de murcia,Pernoctaciones,Espana,2015-04-01,193784,12224,12224,12224
Total Nacional,Region de murcia,Pernoctaciones,Espana,2015-03-01,167101,12225,12225,12225
Total Nacional,Region de murcia,Pernoctaciones,Espana,2015-02-01,126706,12226,12226,12226
Total Nacional,Region de murcia,Pernoctaciones,Espana,2015-01-01,87844,12227,12227,12227
Total Nacional,Region de murcia,Pernoctaciones,Extranjero,2015-12-01,26491,12228,12228,12228
Total Nacional,Region de murcia,Pernoctaciones,Extranjero,2015-11-01,32816,12229,12229,12229
Total Nacional,Region de murcia,Pernoctaciones,Extranjero,2015-10-01,78164,12230,12230,12230
Total Nacional,Region de murcia,Pernoctaciones,Extranjero,2015-09-01,70764,12231,12231,12231
Total Nacional,Region de murcia,Pernoctaciones,Extranjero,2015-08-01,71273,12232,12232,12232
Total Nacional,Region de murcia,Pernoctaciones,Extranjero,2015-07-01,63666,12233,12233,12233
Total Nacional,Region de murcia,Pernoctaciones,Extranjero,2015-06-01,67879,12234,12234,12234
Total Nacional,Region de murcia,Pernoctaciones,Extranjero,2015-05-01,81503,12235,12235,12235
Total Nacional,Region de murcia,Pernoctaciones,Extranjero,2015-04-01,64698,12236,12236,12236
Total Nacional,Region de murcia,Pernoctaciones,Extranjero,2015-03-01,50307,12237,12237,12237
Total Nacional,Region de murcia,Pernoctaciones,Extranjero,2015-02-01,39659,12238,12238,12238
Total Nacional,Region de murcia,Pernoctaciones,Extranjero,2015-01-01,30097,12239,12239,12239
Total Nacional,Comunidad floral de navarra,Viajero,General,2015-12-01,50900,12240,12240,12240
Total Nacional,Comunidad floral de navarra,Viajero,General,2015-11-01,56594,12241,12241,12241
Total Nacional,Comunidad floral de navarra,Viajero,General,2015-10-01,88492,12242,12242,12242
Total Nacional,Comunidad floral de navarra,Viajero,General,2015-09-01,100756,12243,12243,12243
Total Nacional,Comunidad floral de navarra,Viajero,General,2015-08-01,130773,12244,12244,12244
Total Nacional,Comunidad floral de navarra,Viajero,General,2015-07-01,99071,12245,12245,12245
Total Nacional,Comunidad floral de navarra,Viajero,General,2015-06-01,82749,12246,12246,12246
Total Nacional,Comunidad floral de navarra,Viajero,General,2015-05-01,92850,12247,12247,12247
Total Nacional,Comunidad floral de navarra,Viajero,General,2015-04-01,79664,12248,12248,12248
Total Nacional,Comunidad floral de navarra,Viajero,General,2015-03-01,61582,12249,12249,12249
Total Nacional,Comunidad floral de navarra,Viajero,General,2015-02-01,44788,12250,12250,12250
Total Nacional,Comunidad floral de navarra,Viajero,General,2015-01-01,35038,12251,12251,12251
Total Nacional,Comunidad floral de navarra,Viajero,Espana,2015-12-01,42789,12252,12252,12252
Total Nacional,Comunidad floral de navarra,Viajero,Espana,2015-11-01,47127,12253,12253,12253
Total Nacional,Comunidad floral de navarra,Viajero,Espana,2015-10-01,67651,12254,12254,12254
Total Nacional,Comunidad floral de navarra,Viajero,Espana,2015-09-01,60782,12255,12255,12255
Total Nacional,Comunidad floral de navarra,Viajero,Espana,2015-08-01,84645,12256,12256,12256
Total Nacional,Comunidad floral de navarra,Viajero,Espana,2015-07-01,60698,12257,12257,12257
Total Nacional,Comunidad floral de navarra,Viajero,Espana,2015-06-01,55815,12258,12258,12258
Total Nacional,Comunidad floral de navarra,Viajero,Espana,2015-05-01,60024,12259,12259,12259
Total Nacional,Comunidad floral de navarra,Viajero,Espana,2015-04-01,61306,12260,12260,12260
Total Nacional,Comunidad floral de navarra,Viajero,Espana,2015-03-01,52070,12261,12261,12261
Total Nacional,Comunidad floral de navarra,Viajero,Espana,2015-02-01,37935,12262,12262,12262
Total Nacional,Comunidad floral de navarra,Viajero,Espana,2015-01-01,29296,12263,12263,12263
Total Nacional,Comunidad floral de navarra,Viajero,Extranjero,2015-12-01,8111,12264,12264,12264
Total Nacional,Comunidad floral de navarra,Viajero,Extranjero,2015-11-01,9467,12265,12265,12265
Total Nacional,Comunidad floral de navarra,Viajero,Extranjero,2015-10-01,20840,12266,12266,12266
Total Nacional,Comunidad floral de navarra,Viajero,Extranjero,2015-09-01,39974,12267,12267,12267
Total Nacional,Comunidad floral de navarra,Viajero,Extranjero,2015-08-01,46128,12268,12268,12268
Total Nacional,Comunidad floral de navarra,Viajero,Extranjero,2015-07-01,38373,12269,12269,12269
Total Nacional,Comunidad floral de navarra,Viajero,Extranjero,2015-06-01,26934,12270,12270,12270
Total Nacional,Comunidad floral de navarra,Viajero,Extranjero,2015-05-01,32825,12271,12271,12271
Total Nacional,Comunidad floral de navarra,Viajero,Extranjero,2015-04-01,18358,12272,12272,12272
Total Nacional,Comunidad floral de navarra,Viajero,Extranjero,2015-03-01,9512,12273,12273,12273
Total Nacional,Comunidad floral de navarra,Viajero,Extranjero,2015-02-01,6853,12274,12274,12274
Total Nacional,Comunidad floral de navarra,Viajero,Extranjero,2015-01-01,5742,12275,12275,12275
Total Nacional,Comunidad floral de navarra,Pernoctaciones,General,2015-12-01,91348,12276,12276,12276
Total Nacional,Comunidad floral de navarra,Pernoctaciones,General,2015-11-01,108733,12277,12277,12277
Total Nacional,Comunidad floral de navarra,Pernoctaciones,General,2015-10-01,168114,12278,12278,12278
Total Nacional,Comunidad floral de navarra,Pernoctaciones,General,2015-09-01,183412,12279,12279,12279
Total Nacional,Comunidad floral de navarra,Pernoctaciones,General,2015-08-01,244680,12280,12280,12280
Total Nacional,Comunidad floral de navarra,Pernoctaciones,General,2015-07-01,178833,12281,12281,12281
Total Nacional,Comunidad floral de navarra,Pernoctaciones,General,2015-06-01,150221,12282,12282,12282
Total Nacional,Comunidad floral de navarra,Pernoctaciones,General,2015-05-01,168363,12283,12283,12283
Total Nacional,Comunidad floral de navarra,Pernoctaciones,General,2015-04-01,147617,12284,12284,12284
Total Nacional,Comunidad floral de navarra,Pernoctaciones,General,2015-03-01,114119,12285,12285,12285
Total Nacional,Comunidad floral de navarra,Pernoctaciones,General,2015-02-01,83284,12286,12286,12286
Total Nacional,Comunidad floral de navarra,Pernoctaciones,General,2015-01-01,60896,12287,12287,12287
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Espana,2015-12-01,77970,12288,12288,12288
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Espana,2015-11-01,93131,12289,12289,12289
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Espana,2015-10-01,134981,12290,12290,12290
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Espana,2015-09-01,124322,12291,12291,12291
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Espana,2015-08-01,177526,12292,12292,12292
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Espana,2015-07-01,117929,12293,12293,12293
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Espana,2015-06-01,109009,12294,12294,12294
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Espana,2015-05-01,118093,12295,12295,12295
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Espana,2015-04-01,122012,12296,12296,12296
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Espana,2015-03-01,97478,12297,12297,12297
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Espana,2015-02-01,67261,12298,12298,12298
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Espana,2015-01-01,48185,12299,12299,12299
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Extranjero,2015-12-01,13378,12300,12300,12300
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Extranjero,2015-11-01,15602,12301,12301,12301
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Extranjero,2015-10-01,33133,12302,12302,12302
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Extranjero,2015-09-01,59090,12303,12303,12303
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Extranjero,2015-08-01,67155,12304,12304,12304
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Extranjero,2015-07-01,60904,12305,12305,12305
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Extranjero,2015-06-01,41213,12306,12306,12306
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Extranjero,2015-05-01,50270,12307,12307,12307
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Extranjero,2015-04-01,25605,12308,12308,12308
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Extranjero,2015-03-01,16641,12309,12309,12309
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Extranjero,2015-02-01,16023,12310,12310,12310
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Extranjero,2015-01-01,12711,12311,12311,12311
Total Nacional,Pais vasco,Viajero,General,2015-12-01,181867,12312,12312,12312
Total Nacional,Pais vasco,Viajero,General,2015-11-01,186013,12313,12313,12313
Total Nacional,Pais vasco,Viajero,General,2015-10-01,255875,12314,12314,12314
Total Nacional,Pais vasco,Viajero,General,2015-09-01,271457,12315,12315,12315
Total Nacional,Pais vasco,Viajero,General,2015-08-01,327074,12316,12316,12316
Total Nacional,Pais vasco,Viajero,General,2015-07-01,302265,12317,12317,12317
Total Nacional,Pais vasco,Viajero,General,2015-06-01,246636,12318,12318,12318
Total Nacional,Pais vasco,Viajero,General,2015-05-01,245478,12319,12319,12319
Total Nacional,Pais vasco,Viajero,General,2015-04-01,210827,12320,12320,12320
Total Nacional,Pais vasco,Viajero,General,2015-03-01,187348,12321,12321,12321
Total Nacional,Pais vasco,Viajero,General,2015-02-01,141833,12322,12322,12322
Total Nacional,Pais vasco,Viajero,General,2015-01-01,126264,12323,12323,12323
Total Nacional,Pais vasco,Viajero,Espana,2015-12-01,137719,12324,12324,12324
Total Nacional,Pais vasco,Viajero,Espana,2015-11-01,133837,12325,12325,12325
Total Nacional,Pais vasco,Viajero,Espana,2015-10-01,160868,12326,12326,12326
Total Nacional,Pais vasco,Viajero,Espana,2015-09-01,149032,12327,12327,12327
Total Nacional,Pais vasco,Viajero,Espana,2015-08-01,181417,12328,12328,12328
Total Nacional,Pais vasco,Viajero,Espana,2015-07-01,161535,12329,12329,12329
Total Nacional,Pais vasco,Viajero,Espana,2015-06-01,142568,12330,12330,12330
Total Nacional,Pais vasco,Viajero,Espana,2015-05-01,142138,12331,12331,12331
Total Nacional,Pais vasco,Viajero,Espana,2015-04-01,133212,12332,12332,12332
Total Nacional,Pais vasco,Viajero,Espana,2015-03-01,135769,12333,12333,12333
Total Nacional,Pais vasco,Viajero,Espana,2015-02-01,101678,12334,12334,12334
Total Nacional,Pais vasco,Viajero,Espana,2015-01-01,90275,12335,12335,12335
Total Nacional,Pais vasco,Viajero,Extranjero,2015-12-01,44148,12336,12336,12336
Total Nacional,Pais vasco,Viajero,Extranjero,2015-11-01,52176,12337,12337,12337
Total Nacional,Pais vasco,Viajero,Extranjero,2015-10-01,95007,12338,12338,12338
Total Nacional,Pais vasco,Viajero,Extranjero,2015-09-01,122426,12339,12339,12339
Total Nacional,Pais vasco,Viajero,Extranjero,2015-08-01,145657,12340,12340,12340
Total Nacional,Pais vasco,Viajero,Extranjero,2015-07-01,140729,12341,12341,12341
Total Nacional,Pais vasco,Viajero,Extranjero,2015-06-01,104068,12342,12342,12342
Total Nacional,Pais vasco,Viajero,Extranjero,2015-05-01,103340,12343,12343,12343
Total Nacional,Pais vasco,Viajero,Extranjero,2015-04-01,77615,12344,12344,12344
Total Nacional,Pais vasco,Viajero,Extranjero,2015-03-01,51579,12345,12345,12345
Total Nacional,Pais vasco,Viajero,Extranjero,2015-02-01,40155,12346,12346,12346
Total Nacional,Pais vasco,Viajero,Extranjero,2015-01-01,35990,12347,12347,12347
Total Nacional,Pais vasco,Pernoctaciones,General,2015-12-01,331037,12348,12348,12348
Total Nacional,Pais vasco,Pernoctaciones,General,2015-11-01,349276,12349,12349,12349
Total Nacional,Pais vasco,Pernoctaciones,General,2015-10-01,480005,12350,12350,12350
Total Nacional,Pais vasco,Pernoctaciones,General,2015-09-01,529682,12351,12351,12351
Total Nacional,Pais vasco,Pernoctaciones,General,2015-08-01,701193,12352,12352,12352
Total Nacional,Pais vasco,Pernoctaciones,General,2015-07-01,610757,12353,12353,12353
Total Nacional,Pais vasco,Pernoctaciones,General,2015-06-01,468035,12354,12354,12354
Total Nacional,Pais vasco,Pernoctaciones,General,2015-05-01,464261,12355,12355,12355
Total Nacional,Pais vasco,Pernoctaciones,General,2015-04-01,397356,12356,12356,12356
Total Nacional,Pais vasco,Pernoctaciones,General,2015-03-01,336695,12357,12357,12357
Total Nacional,Pais vasco,Pernoctaciones,General,2015-02-01,251171,12358,12358,12358
Total Nacional,Pais vasco,Pernoctaciones,General,2015-01-01,228756,12359,12359,12359
Total Nacional,Pais vasco,Pernoctaciones,Espana,2015-12-01,250398,12360,12360,12360
Total Nacional,Pais vasco,Pernoctaciones,Espana,2015-11-01,247077,12361,12361,12361
Total Nacional,Pais vasco,Pernoctaciones,Espana,2015-10-01,302526,12362,12362,12362
Total Nacional,Pais vasco,Pernoctaciones,Espana,2015-09-01,290801,12363,12363,12363
Total Nacional,Pais vasco,Pernoctaciones,Espana,2015-08-01,424665,12364,12364,12364
Total Nacional,Pais vasco,Pernoctaciones,Espana,2015-07-01,331232,12365,12365,12365
Total Nacional,Pais vasco,Pernoctaciones,Espana,2015-06-01,270476,12366,12366,12366
Total Nacional,Pais vasco,Pernoctaciones,Espana,2015-05-01,267244,12367,12367,12367
Total Nacional,Pais vasco,Pernoctaciones,Espana,2015-04-01,253771,12368,12368,12368
Total Nacional,Pais vasco,Pernoctaciones,Espana,2015-03-01,237385,12369,12369,12369
Total Nacional,Pais vasco,Pernoctaciones,Espana,2015-02-01,175218,12370,12370,12370
Total Nacional,Pais vasco,Pernoctaciones,Espana,2015-01-01,159175,12371,12371,12371
Total Nacional,Pais vasco,Pernoctaciones,Extranjero,2015-12-01,80639,12372,12372,12372
Total Nacional,Pais vasco,Pernoctaciones,Extranjero,2015-11-01,102198,12373,12373,12373
Total Nacional,Pais vasco,Pernoctaciones,Extranjero,2015-10-01,177478,12374,12374,12374
Total Nacional,Pais vasco,Pernoctaciones,Extranjero,2015-09-01,238881,12375,12375,12375
Total Nacional,Pais vasco,Pernoctaciones,Extranjero,2015-08-01,276528,12376,12376,12376
Total Nacional,Pais vasco,Pernoctaciones,Extranjero,2015-07-01,279525,12377,12377,12377
Total Nacional,Pais vasco,Pernoctaciones,Extranjero,2015-06-01,197559,12378,12378,12378
Total Nacional,Pais vasco,Pernoctaciones,Extranjero,2015-05-01,197017,12379,12379,12379
Total Nacional,Pais vasco,Pernoctaciones,Extranjero,2015-04-01,143585,12380,12380,12380
Total Nacional,Pais vasco,Pernoctaciones,Extranjero,2015-03-01,99309,12381,12381,12381
